String Index	JPN	Name
Scream	スクリーム	Scream
Seduction	セダクション	Seduction
Seid	セイド	Seid
Seraph	セラフ	Seraph
Servitude	サービチュード	Servitude
Shadow	シャドウ	Shadow
Shaman	シャーマン	Shaman
Shame	シェイム	Shame
Shivers	シルバラス	Shivers
Shockwave	ショックウェーブ	Shockwave
SightlessEye	サイトレス・アイ	Sightless Eye
Sinew	シニュー	Sinew
Skald	スカラド	Skald
Skull	スカル	Skull
Snail	スネイル	Snail
Snake	スネーク	Snake
Snowstorm	スノーストーム	Snowstorm
Space	スペース	Space
Spine	スピン	Spine
Spiral	スパイラル	Spiral
Stampede	スタンピード	Stampede
Star	スター	Star
StrengthOfOne	ストレングス・オブ・ワン	Strength of One
Summanus	サマナス	Summanus
Summit	サミット	Summit
Sun	サン	Sun
Sundance	サン・ダンス	Sundance
Surf	サーフ	Surf
Tempest	テンペスト	Tempest
Terror	テラー	Terror
ThousandStars	サウザンド・スターズ	Thousand Stars
Throne	スローン	Throne
Thundergod	サンダーゴッド	Thundergod
Tide	タイド	Tide
Titan	タイタン	Titan
Tornado	トルネード	Tornado
Torrent	トーネット	Torrent
Totem	トーテム	Totem
Tragedy	トラジディ	Tragedy
Turtle	タートル	Turtle
Twister	ツイスター	Twister
Tyranny	ティラニー	Tyranny
Unity	ユニティ	Unity
Vengeance	ヴェンジャンス	Vengeance
Vertigo	ヴェリティゴ	Vertigo
Void	ヴォイド	Void
Vulture	バルチャー	Vulture
WallOfFire	ウォール・オブ・ファイア	Wall of Fire
Wasp	ワスプ	Wasp
Wardance	ウォーダンス	Wardance
Wardrum	ウォードラム	Wardrum
Warpath	ウォープス	Warpath
Weird	ウィアード	Weird
Willpower	ウィルパワー	Willpower
World	ワールド	World
Worship	ウォーシップ	Worship
Youth	ユース	Youth
Zeal	ジール	Zeal
Zeppelin	ツェッペリン	Zeppelin
eo4	\dgreen;スピリット・オブ・コラプション	\dgreen;Spirit of Corruption
eo6	\dgreen;スピリット・オブ・セレリティ	\dgreen;Spirit of Celerity
PotDivDesc	使用者にレベル１ アンホーリー・アーマー投射	Casts a Level 1 Unholy Armor spell on the user
PotCelDesc	使用者にレベル１ セレリティ投射	Casts a Level 1 Celerity spell on the user
eo7	\red;火炎のエリクサー	\red;Elixir of Fire
eo8	\red;冷気のエリクサー	\red;Elixir of Cold
eo9	\red;稲妻のエリクサー	\red;Elixir of Lightning
ey1	\red;毒物のエリクサー	\red;Elixir of Poison
ey2	\red;経験のエリクサー	\red;Elixir of Experience
ey3	\red;強欲のエリクサー	\red;Elixir of Greed
ey4	\red;財産のエリクサー	\red;Elixir of Wealth
ey5	\red;筋力のエリクサー	\red;Elixir of Strength
ey6	\red;敏捷のエリクサー	\red;Elixir of Dexterity
ey7	\red;エネルギーのエリクサー	\red;Elixir of Energy
ey8	\red;バイタリティのエリクサー	\red;Elixir of Vitality
ey9	\red;アドレナリンのエリクサー	\red;Elixir of Adrenaline
et0	\red;エレメンタルのエリクサー	\red;Elixir of Elements
et1	\red;瞑想のエリクサー	\red;Elixir of Concentration
0g0	\red;強力な経験のエリクサー	\red;Elixir of Greater Experience
0g1	\red;強力な強欲のエリクサー	\red;Elixir of Greater Greed
0g2	\red;強力な財産のエリクサー	\red;Elixir of Greater Wealth
0g3	\red;強力な筋力のエリクサー	\red;Elixir of Greater Strength
0g4	\red;強力な敏捷のエリクサー	\red;Elixir of Greater Dexterity
0g5	\red;強力なエネルギーのエリクサー	\red;Elixir of Greater Energy
0g6	\red;強力なバイタリティのエリクサー	\red;Elixir of Greater Vitality
0g7	\red;源のエリクサー	\red;Elixir of Power
0g8	\red;愛のエリクサー	\red;Elixir of Love
PotFirDesc	火炎スペルダメージ +50%(20秒間)	Fire Spell Damage +50% for 20 seconds
PotColdDesc	冷気スペルダメージ +50%(20秒間)	Cold Spell Damage +50% for 20 seconds
PotLtngDesc	稲妻スペルダメージ +50%(20秒間)	Lightning Spell Damage +50% for 20 seconds
PotPoisDesc	毒物スペルダメージ +50%(20秒間)	Poison Spell Damage +50% for 20 seconds
PotExpDesc	+100% 獲得経験値修正(20秒間)	+100% Experience for 20 seconds
PotMagDesc	+150%、マジックアイテムを得る確率上昇(20秒間)	+150% Magic Find for 20 seconds
PotGoldDesc	+300%、より多くのゴールドを得る(20秒間)	+300% Gold Find for 20 seconds
PotStrDesc	+40% 筋力上昇(20秒間)	+40% Strength for 20 seconds
PotDexDesc	+40% 敏捷性上昇(20秒間)	+40% Dexterity for 20 seconds
PotEnrDesc	+40% エネルギー上昇(20秒間)	+40% Energy for 20 seconds
PotVitDesc	+40% バイタリティ上昇(20秒間)	+40% Vitality for 20 seconds
PotAdrDesc	スペルタイマーをリセット	Cancels Running Skill Timers
PotElemDesc	+4 全スキルレベル修正(20秒間)	+4 Skill Levels for 20 seconds
PotConcDesc	補助効果及び冷気効果時間修正 +25%(20秒間)	Buff/Debuff/Cold Skill Duration +25% for 20 seconds
PotOfExpReloadedDesc	+300% 獲得経験値修正(20秒間)	+300% Experience for 20 seconds
PotOfMagReloadedDesc	+350%、マジックアイテムを得る確率上昇(20秒間)	+350% Magic Find for 20 seconds
PotOfGoldReloadedDesc	+600%、より多くのゴールドを得る(20秒間)	+600% Gold Find for 20 seconds
PotOfStrReloadedDesc	+100% 筋力上昇(20秒間)	+100% Strength for 20 seconds
PotOfDexReloadedDesc	+100% 敏捷性上昇(20秒間)	+100% Dexterity for 20 seconds
PotOfEnrReloadedDesc	+100% エネルギー上昇(20秒間)	+100% Energy for 20 seconds
PotOfVitReloadedDesc	+100% バイタリティ上昇(20秒間)	+100% Vitality for 20 seconds
PotOfPowerDesc	+2 全スキルレベル修正(20秒間)	+2 Skill Levels for 20 seconds
PotOfLoveDesc	-5% 商人の売却価格を下げる(20秒間)	-5% Vendor Prices for 20 seconds
Battlerager's Heart	バトルレンジャーズ・ハート	Battlerager's Heart
Battlerager's Skull	バトルレンジャーズ・スカル	Battlerager's Skull
Ranger's Mantle	レンジャーズ・マント	Ranger's Mantle
Ranger's Slippers	レンジャーズ・スリッパ	Ranger's Slippers
Cleric's Grace	クレリックズ・グレイス	Cleric's Grace
Cleric's Worship	クレリックズ・ウォーシップ	Cleric's Worship
Berserker's Claw	バーサーカーズ・クロウ	Berserker's Claw
Berserker's Blood	バーサーカーズ・ブラッド	Berserker's Blood
Berserker's Horns	バーサーカーズ・ホーン	Berserker's Horns
Hunter's Aim	ハンターズ・エイム	Hunter's Aim
Hunter's Cloak	ハンターズ・クローク	Hunter's Cloak
Hunter's Girdle	ハンターズ・ガードル	Hunter's Girdle
Warcaster's Focus	ウォーキャスターズ・フォース	Warcaster's Focus
Warcaster's Battlerobe	ウォーキャスターズ・バトルローブ	Warcaster's Battlerobe
Warcaster's Crown	ウォーキャスターズ・クラウン	Warcaster's Crown
Wirt's Sticky Fingers	ワートズ・スティッキーフィンガー	Wirt's Sticky Fingers
Wirt's Disguise	ワートズ・デスゲイズ	Wirt's Disguise
Wirt's Pigsticker	ワートズ・ピグスティッカー	Wirt's Pigsticker
Bear's Hide	ベアーズ・ハイド	Bear's Hide
Eagle's Talon	イーグルス・タロン	Eagle's Talon
Lion's Tooth	リオーンズ・トゥース	Lion's Tooth
Well of Wonders	ウェル・オブ・ワンダラーズ	Well of Wonders
Spring of Miracles	スプリング・オブ・ミラクル	Spring of Miracles
Fountain of Dreams	ファウンテン・オブ・ドリームス	Fountain of Dreams
Fool's Jest	フールズ・ジェスト	Fool's Jest
Fool's Best	フールズ・ベスト	Fool's Best
Fool's Test	フールズ・テスト	Fool's Test
Fool's Zest	フールズ・ゼスト	Fool's Zest
Nature's Hide	ネイチャーズ・ハイド	Nature's Hide
Nature's Sting	ネイチャーズ・スティング	Nature's Sting
Nature's Talon	ネイチャーズ・タロン	Nature's Talon
Nature's Grasp	ネイチャーズ・グラスプ	Nature's Grasp
Heaven In Sight	ヘブン・イン・サイト	Heaven In Sight
Till We Have	ティル・ウィーアー	Till We Have
Through Death's Veil	スローン・デスズ・ベール	Through Death's Veil
Lend Me Thy Light	レンド・ミー・ザ・ライト	Lend Me Thy Light
Sankekur's Sacred Robe	サンケカーズ・セイクリッドローブ	Sankekur's Sacred Robe
Sankekur's Halo	サンケカーズ・ヘイロー	Sankekur's Halo
Sankekur's Stigmata	サンケカーズ・スティグマ	Sankekur's Stigmata
Sankekur's Sky Hammer	サンケカーズ・スカイハンマー	Sankekur's Sky Hammer
Zerae's Winged Feet	ゼラズ・ウィングドフィート	Zerae's Winged Feet
Zerae's Mantle	ゼラズ・マント	Zerae's Mantle
Zerae's Laugh	ゼラズ・ラフ	Zerae's Laugh
Zerae's Thunderbolt	ゼラズ・サンダーボルト	Zerae's Thunderbolt
Rathma's Curse	ラズマズ・カース	Rathma's Curse
Rathma's Idol	ラズマズ・アイドル	Rathma's Idol
Rathma's Shroud	ラズマズ・シュラウド	Rathma's Shroud
Rathma's Flayer	ラズマズ・フレイヤー	Rathma's Flayer
Leoric's Cape	レオリックズ・ケープ	Leoric's Cape
Leoric's Aura	レオリックズ・オーラ	Leoric's Aura
Leoric's Banner	レオリックズ・バナー	Leoric's Banner
Leoric's Spurs	レオリックズ・スパー	Leoric's Spurs
Leoric's Clarion	レオリックズ・クレリオン	Leoric's Clarion
Celestia's Dance	セレスティアズ・ダンス	Celestia's Dance
Celestia's Ribbon	セレスティアズ・リボン	Celestia's Ribbon
Celestia's Wings	セレスティアズ・ウィングス	Celestia's Wings
Celestia's Crown	セレスティアズ・クラウン	Celestia's Crown
Celestia's Passion	セレスティアズ・パッション	Celestia's Passion
Hadriel's Radiance	ハドリエルズ・レディアンス	Hadriel's Radiance
Hadriel's Compassion	ハドリエルズ・コンパッション	Hadriel's Compassion
Hadriel's Beauty	ハドリエルズ・ビューティ	Hadriel's Beauty
Hadriel's Triumph	ハドリエルズ・トライアムス	Hadriel's Triumph
Hadriel's Wrath	ハドリエルズ・ラース	Hadriel's Wrath
Battlerager's Fury	(Tier 1 近接戦闘用セット - 武器を含まない)\nバトラーズ・フューリー	(Tier 1 Melee Set - contains no weapon)\nBattlerager's Fury
Ranger's Song	(Tier 1 弓使い用セット - 武器を含まない)\nレンジャーズ・ソング	(Tier 1 Archer Set - contains no weapon)\nRanger's Song
Cleric's Light	(Tier 1 キャスター用セット - 武器を含まない)\nクレリックズ・ライト	(Tier 1 Caster Set - contains no weapon)\nCleric's Light
Berserker's Revenge	(Tier 2 近接戦闘用セット - 斧を含む)\nバーサーカーズ・リベンジ	(Tier 2 Melee Set - contains an axe)\nBerserker's Revenge
Hunter's Arsenal	(Tier 2 弓使い用セット - 弓を含む)\nハンターズ・アースナル	(Tier 2 Archer Set - contains a bow)\nHunter's Arsenal
Warcaster's Wrath	(Tier 2 キャスター用セット - 剣を含む)\nウォーキャスターズ・ラース	(Tier 2 Caster Set - contains a sword)\nWarcaster's Wrath
Wirt's Assets	(Tier 3 近接戦闘用セット - 剣を含む)\nワートズ・アセット	(Tier 3 Melee Set - contains a sword)\nWirt's Assets
Big Game Hunter	(Tier 3 投擲用セット - 投げ斧を含む)\nビッグ・ゲーム・ハンター	(Tier 3 Throwing Set - contains a throwing axe)\nBig Game Hunter
Tranquil Waters	(Tier 3 キャスター用セット - 杖を含む)\nトランクィル・ウォーターズ	(Tier 3 Caster Set - contains a staff)\nTranquil Waters
Divine Comedy	(Tier 4 近接戦闘用セット - メイスを含む)\nディバイン・コメディ	(Tier 4 Melee Set - contains a mace)\nDivine Comedy
Caoi Dulra	(Tier 4 弓使い用セット - 弓を含む)\nカオイ・ドゥルラ	(Tier 4 Archer Set - contains a bow)\nCaoi Dulra
Archangel Dark Angel	(Tier 4 キャスター用セット - 杖を含む)\nアークエンジェル・ダークエンジェル	(Tier 4 Caster Set - contains a staff)\nArchangel Dark Angel
Sankekur's Wrath	(Tier 5 近接戦闘用セット - セプターを含む)\nサンケカーズ・ラース	(Tier 5 Melee Set - contains a scepter)\nSankekur's Wrath
Zerae's Fury	(Tier 5 投擲用セット - ジャベリンを含む)\nゼラズ・フューリー	(Tier 5 Throwing Set - contains a javelin)\nZerae's Fury
Rathma's Ascension	(Tier 5 キャスター用セット - 杖を含む)\nラズマズ・アセション	(Tier 5 Caster Set - contains a staff)\nRathma's Ascension
Leoric's Fall	(Tier 6 近接戦闘用セット - 剣と盾を含む)\nレオリックズ・フォール	(Tier 6 Melee Set - contains a sword and shield)\nLeoric's Fall
Celestia's Myth	(Tier 6 弓使い用セット - 弓を含む)\nセレスティアズ・ミース	(Tier 6 Archer Set - contains a bow)\nCelestia's Myth
Hadriel's Lore	(Tier 6 キャスター用セット - 杖を含む)\nハドリエルズ・ロアー	(Tier 6 Caster Set - contains a staff)\nHadriel's Lore
Azmodan	罪悪の帝王 アズモダン	Azmodan
Belial	欺瞞の帝王 ベリアル	Belial, Lord of Lies
Bilefroth the Pit Master	バイルフォース･ザ・ピットマスター	Bilefroth the Pit Master
Blackash the Burning	灼熱のブラックアッシュ	Blackash the Burning
Blackstorm	ブラックストーム	Blackstorm
Blightfire	ブライトファイア	Blightfire
Bloodmoon Soulfire	ブラッドムーン・ソウルファイア	Bloodmoon Soulfire
Bloodskin Darkbow	ブラッドスキン・ダークボウ	Bloodskin Darkbow
Brokenstorm	ブロウクンストーム	Brokenstorm
Deadeye	デッドアイ	Deadeye
Deathshade Fleshmaul	死の影フレッシュモール	Deathshade Fleshmaul
Deathspit	デススピット	Deathspit
Doomcloud	ドゥームクラウド	Doomcloud
Doomweaver	ドゥームウィーバー	Doomweaver
Dreadjudge	ドリームジャジ	Dreadjudge
El Chupacabras	エル・チュパカブラ	El Chupacabras
Fatal Morgana	フェイタル・モーガナ	Fatal Morgana
Flamespike the Crawler	フレイムスパイク・ザ・クローラー	Flamespike the Crawler
Fleshdoom	フレッシュドゥーム	Fleshdoom
Gharbad the Weak	弱虫ガーバッド	Gharbad the Weak
Goldblight of the Flame	炎のゴールドブライド	Goldblight of the Flame
Gorefeast	ゴアフィースト	Gorefeast
Gorestone	ゴアストーン	Gorestone
Graywar the Slayer	殺戮者グレイウォー	Graywar the Slayer
Grimspike	グリムスパイク	Grimspike
Kermit	カーミット	Kermit
Lachdanan	ラックダナン	Lachdanan
Lionskull the Bent	歪んだライオンスカル	Lionskull the Bent
Moonbender	ムーンベンダー	Moonbender
Nightwing the Cold	ナイトウィング・ザ・コールド	Nightwing the Cold
Plaguewrath	プラーグラース	Plaguewrath
Prince Albrecht	アルブレヒト王子	Prince Albrecht
Pukerat the Unclean	穢れたパッカート	Pukerat the Unclean
PwndYooLol	パウンゾーズ・ザ・プレイヤーキラー	Pwnzorz the Player Killer
Red Vex	レッドヴェックス	Red Vex
Sir Gorash	ゴアーシュ閣下	Sir Gorash
Snotspill	スノットスピル	Snotspill
The Vizier	ザ・ビザー	The Vizier
Viletouch	ヴァイルタッチ	Viletouch
Warlord of Blood	鮮血の将軍	Warlord of Blood
Warpwing	ワープウィング	Warpwing
Wrathraven	ラースレイブン	Wrathraven
Zhar the Mad	狂人ザー	Zhar the Mad
Rusted	さびた	Rusted
Bent	曲った	Bent
Used	使い古しの	Used
Discarded	捨てられた	Discarded
Broken	壊れた	Broken
wow	この文章は読めません	You can't see this sentence.
Shadow	シャドウ	Shadow
SkillnameGhostArrow	ゴースト・アロー	Ghost Arrow
SkillnameDeathMetal	デス・メタル	Death Metal
SkillnameRicochet	リコシェイ	Ricochet
SkillnameWraithArrow	レイス・アロー	Wraith Arrow
SkillnameDeathCore	デスコア	Deathcore
SkillnameCatharsis	カサーシス	Catharsis
SkillnameBarrage	バラッジ	Barrage
SkillnameLegion	レギオン	Legion
SkillnameGuidedChain	ガイデッド・チェイン	Guided Chain
SkillnameScatterShot	スカターショット	Scattershot
SkillnameBlindside	ブラインドサイド	Blindside
SkillnameCascade	カスケード	Cascade
SkillnameSporeShot	スポアー・ショット	Spore Shot
SkillnamePhalanx	ファランクス	Phalanx
SkillnameNovaShot	ノヴァ・ショット	Nova Shot
SkillnameDeathCoil	デス・コイル	Death Coil
SkillnameBloodstar	ブラッドスター	Bloodstar
SkillnameBloodlust	ブラッドラスト	Bloodlust
SkillnameBloodstorm	ブラッドストーム	Bloodstorm
SkillnameMMiss	マジック・ミサイル	Magic Missiles
SkillnameRetaliate	リトリエイト	Retaliate
SkillnameHolyInsanity	ホーリー・インサニティ	Holy Insanity
SkillnameRetribute	リトリビュート	Retribute
SkillnameLionheart	ライオンハート	Lionheart
SkillnameRadiance	レディアンス	Radiance
SkillnameManaCoil	マナ・コイル	Mana Coil
SkillnamePaganHeart	パゴン・ハート	Pagan Heart
SkillnameHex	ヘックス	Hex
SkillnameManaSweep	マナ・スウィープ	Mana Sweep
SkillnameStormtouch	ストームタッチ	Stormtouch
SkillnameBearClaw	ベアー・クロー	Bear Claw
SkillnameStormCrows	ストーム・クローズ	Storm Crows
SkillnameEagleFlight	リバウンド	Rebound
SkillnameMaelstrom	メイルシュトロム	Maelstrom
SkillnameHawkTalons	ホーク・タロンズ	Hawk Talons
SkillnameRuneOfFire	ルーン・オブ・ファイア	Rune of Fire
SkillnameRuneOfIce	ルーン・オブ・アイス	Rune of Ice
SkillnameNovaBomb	ノヴァ・ボム	Nova Bomb
SkillnameImmoBomb	イモレイション・ボム	Immolation Bomb
SkillnameRuneOfMana	ルーン・オブ・マナ	Rune of Mana
SkillnameSShd	サモン・シャドウズ	Summon Shadows
SkillnameBloodyMary	ブラッディ・マリー	Bloody Mary
SkillnameDarkPower	ダーク・パワー	Dark Power
SkillnameNightmare	ナイトメア	Nightmare
SkillnameVampiricIcon	バンパイアリック・アイコン	Vampiric Icon
SkillnameTimeStrike	タイム・ストライク	Time Strike
SkillnameCrucify	クルセファイ	Crucify
SkillnameOverpower	オーバーパワー	Overpower
SkillnameLastStand	ラスト・スタンド	Last Stand
SkillnameConquest	コンクエスト	Conquest
SkillnameApocalypse	アポカリプス	Apocalypse
SkillnameInnerFire	インナー・ファイア	Inner Fire
SkillnameCataclysm	カタクリズム	Cataclysm
SkillnameMeteors	メテオ・シャワー	Meteor Shower
SkillnameFireStar	ファイア・スター	Fire Star
SkillnameTitanStrike	タイタン・ストライク	Titan Strike
SkillnameClaw	クロウ・トーネード	Claw Tornado
SkillnameMOTW	マーク・オブ・ザ・ワイルド	Mark of the Wild
SkillnameRocks	シャワー・オブ・ロックス	Shower of Rocks
SkillnameBattlerage	バトルレイジ	Battlerage
SkillnameArcaneStrike	アルカナ・ストライク	Arcane Strike
SkillnameBlackSleep	ブラック・スリープ	Black Sleep
SkillnameShadowStrike	シャドウ・ストライク	Shadow Strike
SkillnameBloodStrike	ブラッド･ストライク	Blood Strike
SkillnameShadowform	シャドウフォーム	Shadowform
SkillnameGuardTower	ガード・タワー	Guard Tower
SkillnameVanquish	バンキッシュ	Vanquish
SkillnameFortress	フォートレス	Fortress
SkillnameHolyArmor	ホーリー・アーマー	Holy Armor
SkillnameMountainKing	マウンテン・キング	Mountain King
SkillnameElemental	エレメンタル	Elemental
SkillnameFireCascade	ファイア・カスケード	Fire Cascade
SkillnamePaganRites	パゴン・ライツ	Pagan Rites
SkillnameFireFountain	ファイア・ファウンテン	Fire Fountain
SkillnameBlastWave	ブラスト・ウェーブ	Blast Wave
SkillnamePFlash	ポイズン・フラッシュ	Poison Flash
SkillnameRejuv	リジュベネーション	Rejuvenate
SkillnamePlagueAvatar	プラーグ・アバター	Plague Avatar
SkillnameGammaField	コラプション・フィールド	Corruption Field
SkillnameSummonAcid	サモン・アシッド・フィーンド	Summon Acid Fiends
SkillnameSearing	シアーリング・オーブ	Searing Orb
SkillnameRing	リング・オブ・ライト	Ring of Light
SkillnameDivTrap	ホーリー・トラップ	Holy Trap
SkillnameWrath	ラース	Wrath
SkillnameVindicate	ビンディケイト	Vindicate
SkillnameFrozenSoul	フローズン・ソウル	Frozen Soul
SkillnameColdBlood	コールド・ブラッド	Cold Blood
SkillnameDoomS	ドゥーム・サーペント	Doom Serpents
SkillnameGlacNova	グラシカル・ノヴァ	Glacial Nova
SkillnameFrozenCrown	フローズン・クラウン	Frozen Crown
SkillnameBFlash	ブラッド・フラッシュ	Blood Flash
SkillnamePunish	パニッシャー	Punisher
SkillnameMindflay	マインド・フレイ	Mind Flay
SkillnameSlayer	スレイヤー	Slayer
SkillnameDarkKing	ダークキング	Dark King
SkillnameHunting	ハンティング・バンシー	Hunting Banshee
SkillnamePanda	パンデモニウム	Pandemonium
SkillnameAvatar	アバター	Avatar
SkillnameShadowAvatar	ウィンター・アバター	Winter Avatar
SkillnameRavenHeart	レイブン・ハート	Raven Heart
SkillnameFlash	フラッシュ	Flash
SkillnameLightCascade	ライトニング・カスケード	Lightning Cascade
SkillnameLightWall	ライトニング・ウォール	Lightning Wall
SkillnameVortex	ヴォーテックス	Vortex
SkillnameSupernova	スーパーノヴァ	Supernova
SkillnameBanish	バニッシュ	Banish
SkillnameDemSpeed	デモニック・スピード	Demonic Speed
SkillnamePossess	ポゼス	Possess
SkillnameRavenFlight	レイブン・フライト	Raven Flight
SkillnameShackles	シャックレス・オブ・アイス	Shackles of Ice
SkillnameTyphoonS	タイフーン・セントリー	Typhoon Sentry
SkillnameUnholyArmor	アンホーリー・アーマー	Unholy Armor
SkillnameArrow	アロー	Arrow
SkillnameCelerity	セレリティ	Celerity
SkillnameDeathOfAGod	デス・オブ・ゴッド	Death of a God
SkillnameEnergyBeam	エネルギー・ビーム	Energy Beam
SkillnameFlurry	フルーリー・オブ・ジャベリンズ	Flurry of Javelins
SkillnameFrogPrince	フロッグ・プリンス	Frog Prince
SkillnameGiftOfShadows	ギフト・オブ・シャドウズ	Gift of Shadows
SkillnameGiftOfTW	ギフト・オブ・ザ・ワイルド	Gift of the Wild
SkillnameImmolation	イモレーション	Immolation
SkillnamePainSpirit	ペイン・スピリット	Pain Spirit
SkillnameRustStorm	ラスト・ストーム	Rust Storm
SkillnameSpikeNova	スパイク・ノヴァ	Spike Nova
SkillnameStaticTrap	サタニック・トラップ	Static Trap
SkillnameThunderH	サンダー・ハンマー	Thunder Hammer
SkillnameThunderW	サンダー・ウェーブ	Thunder Wave
SkillnameAlchemist	職業：アルケミスト	Profession: Alchemist
SkillnameEnchanter	職業：エンチャンター	Profession: Enchanter
SkillnameExplorer	職業：エクスプローラー	Profession: Explorer
SkillnamePriest	職業：プリースト	Profession: Priest
SkillnameRunemaster	職業：ルーンマスター	Profession: Runemaster
SkillnameWarlord	職業：ウォーロード	Profession: Warlord
SkillanHunting	H・バンシー	H. Banshee
SkillanLightCascade	L・カスケード	L. Cascade
SkillanShackles	アイシー・シャックレス	Icy Shackles
SkillanSShd	S・シャドウズ	S. Shadows
SkillanMOTW	ワイルド･マーク	Wild's Mark
SkillanRocks	ロック・シャワー	Rock Shower
SkillanDeathOfAGod	ゴッズ・デス	God's Death
SkillanFlurry	ジャベリン・フルーリー	Javelin Flurry
SkillanGiftOfShadows	シャドウ・ギフト	Shadow Gift
SkillanGiftOfTW	ワイルド・ギフト	Wild's Gift
SkillsdGhostArrow	\red;弓またはクロスボウ専用\white;\n敵や壁を貫通する矢	\red;requires a bow or crossbow\white;\nshoots an arrow that pierces enemies and level walls
SkillsdDeathMetal	\red;弓またはクロスボウ専用\white;\n死体を爆発させ、そこから鋭利な鉄の棘を周囲に発射する	\red;requires a bow or crossbow\white;\nexplodes a corpse in a flurry of sharp steel spikes
SkillsdRicochet	\red;弓またはクロスボウ専用\white;\n（直接ヒットしない）\n周囲の敵に自動で狙いを定める矢\n一度壁に打ち込むことで	\red;requires a bow or crossbow\white;\narrow that does not hit directly, but shatters on walls
SkillsdWraithArrow	\red;弓またはクロスボウ専用\white;\n命中時に追跡する複数の霊を開放する矢	\red;requires a bow or crossbow\white;\narrow that releases multiple homing spirits on striking
SkillsdDeathCore	\red;弓またはクロスボウ専用\white;\n敵に棘を飛ばして攻撃する\nトラップを死体に設置し	\red;requires a bow or crossbow\white;\nturns a corpse into a trap that blasts enemies with spikes
SkillsdCatharsis	\red;弓またはクロスボウ専用\white;\nダメージを減らす盾を伴う弓の攻撃	\red;requires a bow or crossbow\white;\nbow attack that protects you with a damage reducing shield
SkillsdBarrage	\red;弓またはクロスボウ専用\white;\n嵐のように矢を打つ\n自分の周囲の全ての方向に	\red;requires a bow or crossbow\white;\nfires a storm of arrows in all directions around you
SkillsdLegion	\red;弓またはクロスボウ専用\white;\n痛烈なアーチャーの軍を召喚し、敵を攻撃する	\red;requires a bow or crossbow\white;\nsummons a legion of deadly archers to attack enemies
SkillsdGuidedChain	\red;弓またはクロスボウ専用\white;\nランダムで敵を選び貫通していく矢	\red;requires a bow or crossbow\white;\npiercing arrow that chases down random enemies
SkillsdScatterShot	\red;弓またはクロスボウ専用\white;\n命中時に爆発して周囲の敵にダメージを与える矢	\red;requires a bow or crossbow\white;\narrow that shatters on striking, damaging nearby enemies
SkillsdBlindside	\red;弓またはクロスボウ専用\white;\n近くのランダムな敵に命中し、スタンさせる矢	\red;requires a bow or crossbow\white;\narrow that hits and stuns a random nearby enemy
SkillsdCascade	\red;弓またはクロスボウ専用\white;\n範囲内の全ての敵に矢を射る	\red;requires a bow or crossbow\white;\nshoots arrows at all nearby targets within a radius
SkillsdSporeShot	\red;弓またはクロスボウ専用\white;\n命中時に2度分かれる矢	\red;requires a bow or crossbow\white;\narrow that splits in two multiple times on striking
SkillsdPhalanx	\red;弓またはクロスボウ専用\white;\n隠れたアーチャーが画面を越えてゆく矢を射る	\red;requires a bow or crossbow\white;\nhidden archers shoot arrows that fly across the screen
SkillsdNovaShot	\red;弓またはクロスボウ専用\white;\n自分を中心に輪のように矢を射る	\red;requires a bow or crossbow\white;\nshoots a ring of arrows around you, striking nearby enemies
SkillsdDeathCoil	\white;致命的なダメージを与える暗黒の弾丸\nライフを奪い、失ったライフに応じて	\white;dark bolt that steals life and deals damage based on life lost
SkillsdBloodstar	\white;煮えたぎる鮮血のミサイルを飛ばす\n強力だがゆっくりと動く	\white;fires a deadly but slow moving missile of burning blood
SkillsdBloodlust	\white;戦いの神の力を呼び起こし、全てのダメージを増加する	\white;summon the power of the war god to increase all damage
SkillsdBloodstorm	\white;骨のトラップを設置する\n複数の敵に強力なブラッドスターを放つ	\white;skull trap that fires deadly blood stars at multiple enemies
SkillsdMMiss	\white;ランダムで敵を追跡する複数のマジックボルトの波を放つ	\white;fires a wave of multiple, randomly homing magic bolts
SkillsdRetaliate	\red;近接武器専用\white;\n攻撃によるダメージを周囲の敵にも与える\n攻撃を受けた後のみ有効	\red;requires a melee weapon\white;\nafter being struck, this attack damages nearby enemies
SkillsdHolyInsanity	\white;反撃系スキルを使うことができる時間を延長\n呪い - この呪いが掛かっている敵に攻撃を受けた際、	\white;curse - the opportunity to use retaliatory skills lasts longer
SkillsdRetribute	\red;近接武器専用\white;\n周囲の敵の全ての耐性を低下させる\n攻撃を受けた後のみ有効	\red;requires a melee weapon\white;\nafter being struck, this attack lowers the resistances of all nearby enemies
SkillsdLionheart	\yellow;(再び使うことでオフにすることが可能)\white;\n歩みを遅くする代償にダメージと防御値を上昇させる	\yellow;(cast again to turn off)\white;\nincreases your damage and defense, but slows you down
SkillsdRadiance	\white;盲目状態にして射程を奪う\nパッシブ - 近接攻撃を仕掛けてきた敵を	\white;passive - blinds melee attackers, reducing their awareness range
SkillsdManaCoil	\white;当てればマナを全回復する\nダメージを与えるマジックボルト\n消費したマナに比例して	\white;magic bolt that steals mana and deals damage based on mana lost
SkillsdPaganHeart	\white;エネルギーボーナスを加える\n自分か対象の味方にマナポーションへ	\white;cast on self or an ally, adds an energy bonus to mana potions
SkillsdHex	\white;魔法力が上昇する\n呪い - 呪った敵から攻撃を受けると	\white;curse - hits by a cursed enemy increase your spellpower
