String Index	Text	Name
lst	ロング・スタッフ	Long Staff
cst	節くれだったスタッフ	Gnarled Staff
bst	バトル・スタッフ	Battle Staff
wst	ウォー・スタッフ	War Staff
sbw	ショートボウ	Short Bow
hbw	ハンターズ・ボウ	Hunter's Bow
lbw	ロングボウ	Long Bow
cbw	複合ボウ	Composite Bow
sbb	ショート・バトルボウ	Short Battle Bow
lbb	ロング・バトルボウ	Long Battle Bow
swb	ショート・ウォーボウ	Short War Bow
lwb	ロング・ウォーボウ	Long War Bow
lxb	ライト・クロスボウ	Light Crossbow
mxb	クロスボウ	Crossbow
hxb	ヘヴィ・クロスボウ	Heavy Crossbow
rxb	連射クロスボウ	Repeating Crossbow
xpk	有刺シールド	Barbed Shield
xsh	グリムシールド	Grim Shield
xh9	グリムヘルム	Grim Helm
zhb	ウォーベルト	War Belt
ztb	バトルベルト	Battle Belt
zmb	メッシュベルト	Mesh Belt
zvb	鮫皮ベルト	Sharkskin Belt
zlb	魔獣の皮のサッシュ	Demonhide Sash
xhb	ウォーブーツ	War Boots
xtb	バトルブーツ	Battle Boots
xmb	メッシュブーツ	Mesh Boots
xvb	鮫皮ブーツ	Sharkskin Boots
xlb	魔獣の皮のブーツ	Demonhide Boots
xhg	ウォー・ガントレット	War Gaunlets
xtg	バトル・ガントレット	Battle Gauntlets
xmg	重い弓籠手	Heavy Bracers
xvg	鮫皮グローブ	Sharkskin Gloves
xlg	魔獣の皮のグローブ	Demonhide Gloves
xts	古代のシールド	Ancient Shield
xow	パバイス	Pavise
xit	ドラゴンシールド	Dragon Shield
xrg	スキュータム	Scutum
xml	ラウンドシールド	Round Shield
xuc	ディフェンダー	Defender
xtp	魔道師のプレート	Mage Plate
xar	装飾のプレート	Ornate Plate
xul	混沌のアーマー	Chaos Armor
xth	エンボスのプレート	Embossed Plate
xld	鮫の歯のアーマー	Sharktooth Armor
xlt	聖堂騎士のコート	Templar Coat
xpl	ラセットアーマー	Russet Armor
xrs	クゥイラス	Cuirass
xhn	メッシュアーマー	Mesh Armor
xcl	ティギュレート・メイル	Tigulated Mail
xng	リンクト・メイル	Linked Mail
xtu	格子のアーマー	Trellised Armor
xla	魔獣の皮のアーマー	Demonhide Armor
xea	蛇皮のアーマー	Serpentskin Armor
xui	ゴーストアーマー	Ghost Armor
xsk	デスマスク	Death Mask
xrn	大いなる冠	Grand Crown
xhm	ウィングヘルム	Winged helm
xhl	バシネット	Basinet
xlm	カスク	Casque
xkp	サレット	Sallet
xap	ウォー・ハット	War Hat
8rx	チュコヌ	Chu-Ko-Nu
8hx	バリスタ	Ballista
8mx	攻城クロスボウ	Siege Crossbow
8lx	アルバレスト	Arbalest
8lw	ゴシック・ボウ	Gothic Bow
8sw	ルーン・ボウ	Rune Bow
8l8	大攻城弓	Large Siege Bow
8s8	短攻城弓	Short Siege Bow
8cb	ダブルボウ	Double Bow
8lb	シダーの弓	Cedar Bow
8hb	剃刀の弓	Razor Bow
8sb	エッジ・ボウ	Edge Bow
8ws	ルーン・スタッフ	Rune Staff
8bs	ゴシック・スタッフ	Gothic Staff
8cs	シダーのスタッフ	Cedar Staff
8ls	クォータースタッフ	Quarterstaff
8ss	ジョウのスタッフ	Jo Staff
9wc	死の大鎌	Grim Scythe
9h9	ベクドコービン	Bec-de-Corbin
9pa	パルチザン	Partizan
9s8	戦いの大鎌	Battle Scythe
9vo	長鉾	Bill
9b7	ロッホアーバー・アックス	Lochaber Axe
9p9	ランス	Lance
9st	東洋の槍	Yari
9br	ウォー・フォーク	War Fork
9tr	フシナ	Fuscina
9sr	ウォー・スピア	War Spear
9ts	ハープーン	Harpoon
9gl	スピキュラム	Spiculum
9s9	シンビラン	Simbilan
9pi	グレートパイラム	Great Pilum
9ja	ウォージャベリン	War Javelin
9b8	ハールバット	Hurlbat
9bk	ウォー・ダート	War Dart
9ta	フランシスカ	Francisca
9tk	バトルダート	Battle Dart
9bl	スティレット	Stilleto
9kr	チンクエデア	Cinquedeas
9di	ロンデル	Rondel
9dg	ポイグナード	Poignard
9gd	処刑人のソード	Executioner Sword
9fb	ツヴァイハンダー	Zweihander
9gs	タスク・ソード	Tusk Sword
9cm	ダキアの鎌	Dacian Falx
92h	エスパンドン	Espandon
9wd	古代のソード	Ancient Sword
9ls	ルーンソード	Rune Sword
9bs	バトルソード	Battle Sword
9cr	ディメンショナル・ブレイド	Dimensional Blade
9fc	タルワール	Tulwar
9sb	シャムシール	Shamshir
9sm	カットラス	Cutlass
9ss	グラディウス	Gladius
9gm	マーテル・ドゥ・フェール	Martel de Fer
9m9	ウォー・クラブ	War Club
9wh	バトルハンマー	Battle Hammer
9fl	むち	Knout
9mt	鋸歯のスター	Jagged Star
9ma	フランジド・メイス	Flanged Mace
9sp	有刺クラブ	Barbed Club
9ws	ディバイン・セプター	Divine Scepter
9qs	聖水スプリンクラー	Holy Water Sprinkler
9sc	新米のセプター	Rune Scepter
9cl	カジェル	Cudgel
9gw	グレイブワンド	Grave Wand
9bw	トゥームワンド	Tomb Wand
9yw	硬いワンド	Petrified Wand
9wn	焦げたワンド	Burnt Wand
9gi	古代のアックス	Ancient Axe
9ga	ゴシックアックス	Gothic Axe
9bt	テイバー	Tabar
9ba	鉤付きアックス	Bearded Axe
9la	ミリタリーアックス	Military Axe
9wa	ナーガ	Naga
9mp	クロウビル	Crowbill
92a	ツインアックス	Twin Axe
9ax	クリーヴァー	Cleaver
9ha	ハチェット	Hatchet
9b9	ゴシック・ソード	Gothic Sword
gpl	刺激ガスポーション	Strangling Gas Potion
opl	可燃ポーション	Fulminating Potion
gpm	窒息ガスポーション	Choking Gas Potion
opm	爆発ポーション	Exploding Potion
gps	悪臭ガスポーション	Rancid Gas Potion
ops	オイルポーション	Oil Potion
gidbinn	ギドビン	Gidbinn
g33	ザ・ギドビン	The Gidbinn
d33	おとりのギドビン	Decoy Gidbinn
leg	ワートの脚	Wirt's Leg
Malus	ホラドリック・マリュス	Horadric Malus
hdm	ホラドリック・マリュス	Horadric Malus
hfh	地獄の炉の槌	Hell Forge Hammer
hst	ホラドリムの杖	Horadric Staff
msf	ホラドリムの杖の軸	Shaft of the Horadric Staff
orifice	台座	orifice
elx	エリクサー	Elixir
tbk	タウンポータルの書	Tome of Town Portal
tsc	タウンポータルの巻物	Scroll of Town Portal
ibk	鑑定の書	Tome of Identify
isc	鑑定の巻物	Scroll of Identify
RightClicktoUse	右クリックで使う	Right Click to Use
RightClicktoOpen	右クリックで開く	Right Click to Open
RightClicktoRead	右クリックで読む	Right Click to Read
InsertScrolls	巻物を挿入	Insert Scrolls
vps	スタミナポーション	Stamina Potion
yps	解毒ポーション	Antidote Potion
rvs	回復ポーション	Rejuvenation Potion
rvl	完全回復ポーション	Full Rejuvenation Potion
wms	解氷ポーション	Thawing Potion
amu	護符	Amulet
vip	ホラドリムの杖の頭	Top of the Horadric Staff
rin	リング	Ring
gld	ゴールド	Gold
bks	イニファスの巻物	Scroll of Inifuss
bkd	ケルンの輪の解き方	Key to the Cairn Stones
aqv	矢	Arrow Quiver
tch	たいまつ	Torch
cqv	ボルト	Bolt Quiver
Key	鍵	Key
key	鍵	Key
luv	黒き塔の鍵	The Black Tower Key
xyz	右クリックでライフを永久に20アップ\n生命のポーション	Right Click to permanently add 20 to Life\nPotion of Life
shrine	ほこら	shrine
teleport pad	テレポートパッド	Teleport Pad
j34	翡翠の小像	A Jade Figurine
g34	黄金の鳥	The Golden Bird
bbb	ラム・エセンの書	Lam Esen's Tome
LamTome	ラム・エセンの書	Lam Esen's Tome
box	ホラドリムのキューブ	Horadric Cube
tr1	ホラドリムの巻物	Horadric Scroll
mss	メフィストのソウルストーン	Mephisto's Soulstone
ass	右クリックし、望むスキルを修得\nスキルの書	Right Click to learn skill of your choice\nBook of Skill
ear	耳	Ear
gcv	\purple;欠けたアメジスト	\purple;Chipped Amethyst
gfv	\purple;傷のあるアメジスト	\purple;Flawed Amethyst
gsv	\purple;アメジスト	\purple;Amethyst
gzv	\purple;無傷のアメジスト	\purple;Flawless Amethyst
gpv	\purple;完璧なアメジスト	\purple;Perfect Amethyst
gcy	\purple;欠けたトパーズ	\purple;Chipped Topaz
gfy	\purple;傷のあるトパーズ	\purple;Flawed Topaz
gsy	\purple;トパーズ	\purple;Topaz
gly	\purple;無傷のトパーズ	\purple;Flawless Topaz
gpy	\purple;完璧なトパーズ	\purple;Perfect Topaz
gcb	\purple;欠けたサファイア	\purple;Chipped Sapphire
gfb	\purple;傷のあるサファイア	\purple;Flawed Sapphire
gsb	\purple;サファイア	\purple;Sapphire
glb	\purple;無傷のサファイア	\purple;Flawless Sapphire
gpb	\purple;完璧なサファイア	\purple;Perfect Sapphire
gcg	\purple;欠けたエメラルド	\purple;Chipped Emerald
gfg	\purple;傷のあるエメラルド	\purple;Flawed Emerald
glg	\purple;無傷のエメラルド	\purple;Flawless Emerald
gsg	\purple;エメラルド	\purple;Emerald
gpg	\purple;完璧なエメラルド	\purple;Perfect Emerald
gcr	\purple;欠けたルビー	\purple;Chipped Ruby
gfr	\purple;傷のあるルビー	\purple;Flawed Ruby
gsr	\purple;ルビー	\purple;Ruby
glr	\purple;無傷のルビー	\purple;Flawless Ruby
gpr	\purple;完璧なルビー	\purple;Perfect Ruby
gcw	\purple;欠けたダイアモンド	\purple;Chipped Diamond
gfw	\purple;傷のあるダイアモンド	\purple;Flawed Diamond
gsw	\purple;ダイアモンド	\purple;Diamond
glw	\purple;無傷のダイアモンド	\purple;Flawless Diamond
gpw	\purple;完璧なダイアモンド	\purple;Perfect Diamond
hp1	マイナーヒーリング・ポーション	Minor Healing Potion
hp2	ライトヒーリング・ポーション	Light Healing Potion
hp3	ヒーリング・ポーション	Healing Potion
hp4	グレートヒーリング・ポーション	Greater Healing Potion
hp5	スーパーヒーリング・ポーション	Super Healing Potion
mp1	マイナーマナ・ポーション	Minor Mana Potion
mp2	ライトマナ・ポーション	Light Mana Potion
mp3	マナ・ポーション	Mana Potion
mp4	グレートマナ・ポーション	Greater Mana Potion
mp5	スーパーマナ・ポーション	Super Mana Potion
hrb	ハーブ	Herb
skc	\purple;欠けた頭蓋骨	\purple;Chipped Skull
skf	\purple;傷のある頭蓋骨	\purple;Flawed Skull
sku	\purple;頭蓋骨	\purple;Skull
skl	\purple;無傷の頭蓋骨	\purple;Flawless Skull
skz	\purple;完璧な頭蓋骨	\purple;Perfect Skull
Beast	獣の	Beast
Eagle	鷲の	Eagle
Raven	鴉の	Raven
Viper	毒蛇の	Viper
GhoulRI	グールの	Ghoul
Skull	頭蓋骨の	Skull
Blood	血の	Blood
Dread	恐怖の	Dread
Doom	破滅の	Doom
Grim	残忍なる	Grim
Bone	骨の	Bone
Death	死の	Death
Shadow	影の	Shadow
Storm	嵐の	Storm
Rune	ルーンの	Rune
PlagueRI	悪疫の	Plague
Stone	石の	Stone
Wraith	生霊の	Wraith
Spirit	霊魂の	Spirit
Demon	魔獣の	Demon
Cruel	残酷な	Cruel
Empyrion	天空の	Empyrian
Bramble	イバラの	Bramble
Pain	苦痛の	Pain
Loath	嫌悪の	Loath
Glyph	グリフの	Glyph
Imp	小鬼の	Imp
Fiend	フィーンドの	Fiend
Hailstone	雹の	Hailstone
Gale	烈風の	Gale
Dire	壮烈なる	Dire
Soul	魂の	Soul
Brimstone	硫黄の	Brimstone
Corpse	屍	Corpse
Carrion	死肉の	Carrion
Holocaust	ハルマゲドンの	Armageddon
Havoc	大乱の	Havoc
Bitter	苦き	Bitter
Entropy	エントロピーの	Entropy
Chaos	混沌の	Chaos
Order	秩序の	Order
Rift	不和の	Rift
Corruption	腐敗の	Corruption
bite	咬撃	Bite
scratch	掻撃	Scratch
scalpel	小刀	Scalpel
fang	牙	Fang
gutter	屠殺刀	Gutter
thirst	渇き	Thirst
razor	剃刀	Razor
scythe	大鎌	Scythe
edge	刃	Edge
saw	鋸	Saw
splitter	スプリッター	Splitter
cleaver	クリーヴァー	Cleaver
sever	斬殺者	Sever
sunder	切断者	Sunder
rend	斬撃	Rend
mangler	乱撃	Mangler
slayer	殺戮者	Slayer
reaver	略奪者	Reaver
Spawn	申し子	Spawn
gnash	歯ぎしり	Gnash
star	星	Star
blow	旋撃	Blow
smasher	破砕者	Smasher
Bane	殺人者	Bane
crusher	粉砕者	Crusher
breaker	破壊者	Breaker
grinder	殲滅者	Grinder
crack	痛撃	Crack
mallet	小槌	Mallet
knell	弔鐘	Knell
lance	ランス	Lance
spike	スパイク	Spike
impaler	貫通者	Impaler
skewer	スキューアー	Skewer
prod	刺突	Prod
scourge	天誅	Scourge
wand	ワンド	Wand
wrack	拷問	Wrack
barb	鉤	Barb
needle	針	Needle
dart	ダート	Dart
bolt	ボルト	Bolt
quarrel	争乱	Quarrel
fletch	フレッチ	Fletch
flight	飛行	Flight
nock	弓筈	Nock
horn	角	Horn
stinger	スティンガー	Stinger
quill	羽柄	Quill
goad	突き棒	Goad
branch	枝	Branch
spire	スパイア	Spire
song	歌	Song
call	呼び声	Call
cry	絶叫	Cry
spell	呪文	Spell
chant	聖歌	Chant
weaver	織り師	Weaver
gnarl	瘤	Gnarl
visage	覆面	Visage
crest	冠兜	Crest
circlet	鉢金	Circlet
veil	ヴェール	Veil
hood	フード	Hood
mask	マスク	Mask
brow	額あて	Brow
casque	カスク	Casque
visor	バイザー	Visor
cowl	頭巾	Cowl
hide	皮	Hide
Pelt	毛皮	Pelt
carapace	甲羅	Carapace
coat	コート	Coat
wrap	巻き布	Wrap
suit	スーツ	Suit
cloak	クローク	Cloak
shroud	屍衣	Shroud
jack	革胴	Jack
mantle	マント	Mantle
guard	ガード	Guard
badge	バッヂ	Badge
rock	岩	Rock
aegis	イージス	Aegis
ward	防護	Ward
tower	塔	Tower
shield	シールド	Shield
wing	翼	Wing
mark	マーク	Mark
emblem	エンブレム	Emblem
hand	手	Hand
fist	拳	Fist
claw	鉤爪	Claw
clutches	握り	Clutches
grip	グリップ	Grip
grasp	保持	Grasp
hold	ホールド	Hold
touch	接触	Touch
finger	指	Finger
knuckle	ナックル	Knuckle
shank	脛	Shank
spur	拍車	Spur
tread	靴底	Tread
stalker	ストーカー	Stalker
greave	グリーヴ	Greaves
blazer	ブレイザー	Blazer
nails	爪	Nails
trample	蹂躙	Trample
Brogues	短靴	Brogues
track	追跡	Track
slippers	軽靴	Slippers
clasp	留め金	Clasp
buckle	バックル	Buckle
harness	ハーネス	Harness
lock	ロック	Lock
fringe	フリンジ	Fringe
winding	帯	Winding
chain	鎖	Chain
strap	ストラップ	Strap
lash	綱	Lash
cord	紐	Cord
knot	結び目	Knot
circle	サークル	Circle
loop	ループ	Loop
eye	小環	Eye
turn	回転	Turn
spiral	螺旋	Spiral
coil	コイル	Coil
gyre	輪	Gyre
band	バンド	Band
whorl	渦	Whorl
talisman	タリスマン	Talisman
heart	ハート	Heart
noose	輪縄	Noose
necklace	ネックレス	Necklace
collar	襟	Collar
beads	ビーズ	Beads
torc	首鎖	Torc
gorget	襟章	Gorget
scarab	スカラベ	Scarab
wood	木	Wood
brand	燃え木	Brand
bludgeon	ブラジオン	Bludgeon
cudgel	カジェル	Cudgel
loom	竿	Loom
harp	ハープ	Harp
master	マスター	Master
barRI	バー	Bar
hew	切断	Hew
crook	鈎	Crook
mar	殺傷	Mar
shell	殻	Shell
stake	杭	Stake
picket	ピケット	Picket
pale	ペイル	Pale
flange	フランジ	Flange
Civerb's Vestments	シバーブの衣服	Civerb's Vestments
Hsarus' Trim	フサルの備え	Hsaru's Defense
Cleglaw's Brace	クレグローの装具	Cleglaw's Brace
Iratha's Finery	イラーサの装飾品	Iratha's Finery
Isenhart's Armory	アンゼンハートの武具	Isenhart's Armory
Vidala's Rig	ビダラの衣装	Vidala's Rig
Milabrega's Regalia	ミラブレガの礼装	Milabrega's Regalia
Cathan's Traps	カサンのトラップ	Cathan's Traps
Tancred's Battlegear	タンクレッドのバトルギア	Tancred's Battlegear
Sigon's Complete Steel	サイゴンの鋼	Sigon's Complete Steel
Infernal Tools	冥界の道具	Infernal Tools
Berserker's Garb	狂戦士の兵器庫	Berserker's Arsenal
Death's Disguise	死神の変装	Death's Disguise
Angelical Raiment	天使の服	Angelic Raiment
Arctic Gear	極地の装備	Arctic Gear
Arcanna's Tricks	アルカナのたくらみ	Arcanna's Tricks
Civerb's	シバーブの	Civerb's
Hsarus'	フサルの	Hsaru's
Cleglaw's	クレグローの	Cleglaw's
Iratha's	イラーサの	Iratha's
Isenhart's	アイゼンハートの	Isenhart's
Vidala's	ビダラの	Vidala's
Milabrega's	ミラブレガの	Milabrega's
Cathan's	カサンの	Cathan's
Tancred's	タンクレッドの	Tancred's
Sigon's	サイゴンの	Sigon's
Infernal	冥界の	Infernal
Berserker's	狂戦士の	Berserker's
Death's	死神の	Death's
Angelical	天使の	Angelic
Arctic	極地の	Arctic
Arcanna's	アルカナの	Arcanna's
Ward	防護	Ward
Iron Heel	鉄のかかと	Iron Heel
Tooth	歯	Tooth
Collar	襟	Collar
Lightbrand	ライトブランド	Lightbrand
Barb	鉤	Barb
Orb	宝玉	Orb
Rule	ルール	Rule
Crowbill	クロウビル	Crowbill
Visor	バイザー	Visor
Cranium	頭骨	Cranium
Headgear	ヘッドギア	Headgear
Hand	手	Hand
Sickle	手鎌	Sickle
Horn	角	Horn
Sign	サイン	Sign
Icon	聖像	Icon
Iron Fist	鉄拳	Iron Fist
Claw	鉤爪	Claw
Cuff	袖小手	Cuff
Parry	防御	Parry
Fetlock	足枷	Fetlock
Rod	ロッド	Rod
Mesh	メッシュ	Mesh
Spine	棘	Spine
Shelter	シェルター	Shelter
Torch	たいまつ	Torch
Hauberk	ホーバーク	Hauberk
Guard	ガード	Guard
Mantle	マント	Mantle
Furs	毛皮	Furs
Deathwand	死のワンド	Deathwand
CudgelSI3S	カジェル	Cudgel
Iron Stay	鉄帯	Iron Stay
Pincers	鉄手袋	Pincers
Coil	コイル	Coil
Case	胴丸	Case
Ambush	伏兵	Ambush
Diadem	冠輪	Diadem
Visage	覆面	Visage
Hobnails	ホブネイル	Hobnails
Gage	籠手	Gage
SignSI3S	バックル	Buckle
Hatchet	ハチェット	Hatchet
Touch	たいまつ	Touch
Halo	光輪	Halo
Binding	帯	Binding
Head	頭	Head
Horns	角	Horns
Snare	誘惑	Snare
Robe	ローブ	Robe
Sigil	印璽	Sigil
Weird	宿命	Weird
Sabot	木靴	Sabot
Wings	翼	Wings
Mitts	手袋	Mitts
Flesh	肉	Flesh
Cord	紐	Cord
Seal	封印	Seal
SkullSI5S	頭蓋骨	Skull
Wrap	巻き布	Wrap
GuardSI6S	ガード	Guard
The Gnasher	唸る斧	The Gnasher
Deathspade	死のスペード	Deathspade
Bladebone	肩胛骨	Bladebone
Mindrend	スカル・スプリッター	Skull Splitter
Rakescar	レイク・スカー	Rakescar
Fechmars Axe	フェチマーのアックス	Axe of Fechmar
Goreshovel	残虐のシャベル	Goreshovel
The Chieftan	チーフテン	The Chieftain
Brainhew	ブレインヒュー	Brainhew
The Humongous	ヒューモンガス	Humongous
Iros Torch	イロのたいまつ	Torch of Iro
Maelstromwrath	大渦	Maelstrom
Gravenspine	グレイヴンスパイン	Gravenspine
Umes Lament	ウーメの哀歌	Ume's Lament
Felloak	フェルオーク	Felloak
Knell Striker	弔鐘の杖	Knell Striker
Rusthandle	ルストハンドル	Rusthandle
Stormeye	ストームアイ	Stormeye
Stoutnail	スタウトネイル	Stoutnail
Crushflange	クラッシュフランジ	Crushflange
Bloodrise	ブラッドライズ	Bloodrise
The Generals Tan Do Li Ga	将軍のタンドリガ	The General's Tan Do Li Ga
Ironstone	アイアンストーン	Ironstone
Bonesob	ボーンスナップ	Bonesnap
Steeldriver	スチールドライバー	Steeldriver
Rixots Keen	リクソットの鋭刃	Rixot's Keen
Blood Crescent	鮮血の三日月	Blood Crescent
Krintizs Skewer	クリンティズのスキューアー	Skewer of Krintiz
Gleamscythe	光る大鎌	Gleamscythe
Azurewrath	アズアラス	Azurewrath
Griswolds Edge	グリスワルドの刃	Griswold's Edge
Hellplague	地獄の悪疫	Hellplague
Culwens Point	カルウェンの切っ先	Culwen's Point
Shadowfang	シャドウファング	Shadowfang
Soulflay	魂の略奪者	Soulflay
Kinemils Awl	キネミルの突き	Kinemil's Awl
Blacktongue	黒き舌	Blacktongue
Ripsaw	大鋸	Ripsaw
The Patriarch	ペイトリアーク	The Patriarch
Gull	ガル	Gull
The Diggler	ディグラー	The Diggler
The Jade Tan Do	翡翠のタンドゥ	The Jade Tan Do
Irices Shard	虹色のかけら	Spectral Shard
The Dragon Chang	ドラゴン・チャン	The Dragon Chang
Razortine	剃刀歯	Razortine
Bloodthief	ブラッドシーフ	Bloodthief
Lance of Yaggai	ヤッガイのランス	Lance of Yaggai
The Tannr Gorerod	タン・ゴアロッド	The Tannr Gorerod
Dimoaks Hew	ディモークの切断	Dimoak's Hew
Steelgoad	スチールゴード	Steelgoad
Soul Harvest	ソウル・ハーベスト	Soul Harvest
The Battlebranch	バトルブランチ	The Battlebranch
Woestave	哀しみの棒	Woestave
The Grim Reaper	グリムリーパー	The Grim Reaper
Bane Ash	ベイン・アッシュ	Bane Ash
Serpent Lord	大蛇の王	Serpent Lord
Lazarus Spire	ラザラスのスパイア	Spire of Lazarus
The Salamander	サラマンダー	The Salamander
The Iron Jang Bong	鉄のジャンボン	The Iron Jang Bong
Pluckeye	プラックアイ	Pluckeye
Witherstring	衰弱の糸	Witherstring
Rimeraven	鴉の鉤爪	Raven Claw
Piercerib	ローグの弓	Rogue's Bow
Pullspite	ストームストライク	Stormstrike
Wizendraw	ウィザンドロー	Wizendraw
Hellclap	ヘルクラップ	Hellclap
Blastbark	ブラストバーク	Blastbark
Leadcrow	鉛の鴉	Leadcrow
Ichorsting	イコルスティング	Ichorsting
Hellcast	ヘルキャスト	Hellcast
Doomspittle	ドゥームスリンガー	Doomslinger
War Bonnet	ビギンのボンネット	Biggin's Bonnet
Tarnhelm	ターンヘルム	Tarnhelm
Coif of Glory	栄光のコイフ	Coif of Glory
Duskdeep	ダスクディープ	Duskdeep
Wormskull	ワームスカル	Wormskull
Howltusk	ハウルタスク	Howltusk
Undead Crown	アンデッドの冠	Undead Crown
The Face of Horror	恐怖の顔	The Face of Horror
Greyform	グレイフォーム	Greyform
Blinkbats Form	ブリンクバットの影	Blinkbat's Form
The Centurion	センチュリオン	The Centurion
Twitchthroe	断末魔の痙攣	Twitchthroe
Darkglow	ダークグロー	Darkglow
Hawkmail	ホークメイル	Hawkmail
Sparking Mail	火花のメイル	Sparking Mail
Venomsward	ベノム・ウォード	Venom Ward
Iceblink	アイスブリンク	Iceblink
Boneflesh	ボーンフレッシュ	Boneflesh
Rockfleece	ロックフリース	Rockfleece
Rattlecage	ラトルケージ	Rattlecage
Goldskin	ゴールドスキン	Goldskin
Victors Silk	勝者の絹	Silks of the Victor
Heavenly Garb	天の衣	Heavenly Garb
Pelta Lunata	ペルタ・ルナータ	Pelta Lunata
Umbral Disk	影法師のディスク	Umbral Disk
Stormguild	ストームギルド	Stormguild
Wall of the Eyeless	瞳なき壁	Wall of the Eyeless
Swordback Hold	ソードバック・ホールド	Swordback Hold
Steelclash	スチールクラッシュ	Steelclash
Bverrit Keep	ブベリット・キープ	Bverrit Keep
The Ward	防護	The Ward
The Hand of Broc	ブロクの手	The Hand of Broc
Bloodfist	ブラッドフィスト	Bloodfist
Chance Guards	チャンスガード	Chance Guards
Magefist	魔道師の拳	Magefist
Frostburn	フロストバーン	Frostburn
Hotspur	ホットスパー	Hotspur
Gorefoot	ゴアフット	Gorefoot
Treads of Cthon	クソンの足形	Treads of Cthon
Goblin Toe	ゴブリンのつま先	Goblin Toe
Tearhaunch	ティアホーンチ	Tearhaunch
Lenyms Cord	レナイモ	Lenymo
Snakecord	スネークコード	Snakecord
Nightsmoke	ナイトスモーク	Nightsmoke
Goldwrap	ゴールドラップ	Goldwrap
Bladebuckle	ブレイドバックル	Bladebuckle
Nokozan Relic	ノコザンの遺品	Nokozan Relic
The Eye of Etlich	エトリッチの目	The Eye of Etlich
The Mahim-Oak Curio	マヒンオークの骨董	The Mahim-Oak Curio
Nagelring	ネイジェルリング	Nagelring
Manald Heal	マナルド・ヒール	Manald Heal
Gorgethroat	ジョージスロート	Gorgethroat
Amulet of the Viper	毒蛇の護符	Amulet of the Viper
Staff of Kings	王者の杖	Staff of Kings
Horadric Staff	ホラドリムの杖	Horadric Staff
Hell Forge Hammer	地獄の炉の槌	Hell Forge Hammer
The Stone of Jordan	ヨルダンの石	The Stone of Jordan
GloomUM	グルーム・	Gloom
Gray	グレイ・	Gray
DireUM	ダイア・	Dire
Black	ブラック・	Black
ShadowUM	シャドウ・	Shadow
Haze	ヘイズ・	Haze
Wind	ウィンド・	Wind
StormUM	ストーム・	Storm
Warp	ウォープ・	Warp
Night	ナイト・	Night
Moon	ムーン・	Moon
Star	スター・	Star
Pit	ピット・	Pit
Fire	フレイム・	Flame
Cold	アイス・	Ice
Seethe	シィーズ・	Seethe
SharpUM	シャープ・	Sharp
AshUM	アッシュ・	Ash
Blade	ブレイド・	Blade
SteelUM	スチール・	Steel
StoneUM	ストーン・	Stone
Rust	ルスト・	Rust
Mold	モールド・	Mold
Blight	ブライト・	Blight
Plague	プラーグ・	Plague
Rot	ロット・	Rot
Ooze	ウーズ・	Ooze
Puke	ピューク・	Puke
Snot	スノット・	Snot
Bile	バイル・	Bile
BloodUM	ブラッド・	Blood
Pulse	パルス・	Pulse
Gut	ガット・	Gut
Gore	ゴア・	Gore
FleshUM	フレッシュ・	Flesh
BoneUM	ボーン・	Bone
SpineUM	スパイン・	Spine
Mind	マインド・	Mind
SpiritUM	スピリット・	Spirit
SoulUM	ソウル・	Soul
Wrath	ラス・	Wrath
GriefUM	グリーフ・	Grief
Foul	フォウル・	Foul
Vile	ヴァイル・	Vile
Sin	シン・	Sin
ChaosUM	ケイオス・	Chaos
DreadUM	ドレッド・	Dread
DoomUM	ドゥーム・	Doom
BaneUM	ベイン・	Bane
DeathUM	デス・	Death
ViperUM	ヴァイパー・	Viper
Dragon	ドラゴン・	Dragon
Devil	デビル・	Devil
touchUM	タッチ	Touch
spellUM	スペル	Spell
feast	フェスト	Feast
wound	ウーンド	Wound
grin	グリン	Grin
maim	メイム	Maim
hack	ハック	Hack
biteUM	バイト	Bite
rendUM	レンド	Rend
burn	バーン	Burn
rip	リッパー	Ripper
kill	キル	Kill
callUM	コール	Call
vex	ヴェックス	Vex
jade	ジェイド	Jade
web	ウェブ	Web
shieldUM	シールド	Shield
KillerUM	キラー	Killer
RazorUM	レイザー	Razor
drinker	ドリンカー	Drinker
shifter	シフター	Shifter
crawler	クローラー	Crawler
dancer	ダンサー	Dancer
bender	ベンダー	Bender
weaverUM	ウィーバー	Weaver
eater	イーター	Eater
widow	ウィドウ	Widow
maggot	マゴット	Maggot
spawn	スポーン	Spawn
wight	ワイト	Wight
GrumbleUM	グランブル	Grumble
GrowlerUM	グロウラー	Growler
SnarlUM	スナール	Snarl
wolf	ウルフ	Wolf
crow	クロウ	Crow
raven	レイヴン	Raven
hawk	ホーク	Hawk
cloud	クラウド	Cloud
BangUM	バン	Bang
head	ヘッド	Head
skullUM	スカル	Skull
browUM	ブロウ	Brow
eyeUM	アイ	Eye
maw	モウ	Maw
tongue	タン	Tongue
fangUM	ファング	Fang
hornUM	ホーン	Horn
thorn	ソーン	Thorn
clawUM	クロウ	Claw
fistUM	フィスト	Fist
heartUM	ハート	Heart
shankUM	シャンク	Shank
skinUM	スキン	Skin
wingUM	ウィング	Wing
pox	ポックス	Pox
fester	フェスター	Fester
blister	ブリスター	Blister
pus	パス	Pus
SlimeUM	スライム	Slime
drool	ドルール	Drool
froth	フロス	Froth
sludge	スラッジ	Sludge
venom	ベノム	Venom
