String Index	Text
FindingLamEsenAma	この本が役に立ってくれればいいんだけどね。
FindingLamEsenBar	苦労に見合う値打ちがあればいいが。
FindingLamEsenPal	黒き書...ザカラム長老議会にとっては禁断の異端書か。
FindingLamEsenSor	内容に合わせて、本そのものも重いわね。
FindingLamEsenNec	この本からは、不思議な力を感じる！
CompletingLamEsenAma	この本のために、ずいぶん苦労したんだよ。
CompletingLamEsenBar	これでクラストの影が晴れればいいが。
CompletingLamEsenPal	これが邪悪を払う力とならんことを！
CompletingLamEsenSor	これで魔王を滅ぼすことができるかも！
CompletingLamEsenNec	期待通りの内容なら、多くの秘密が明かされるはずだ。
FindingBeneathCityAma	ううっ...いったい何の死臭だい？
FindingBeneathCityBar	息が詰まりそうなにおいだ！
FindingBeneathCityPal	死臭...いや、もっと邪悪な臭気だ。
FindingBeneathCitySor	傷んだ薬よりもひどい悪臭ね。
FindingBeneathCityNec	また下水に潜ることになるとはな。
FindingDrainLeverAma	これで何とかなるといいけど。
FindingDrainLeverBar	これで汚水が流せそうだ。
FindingDrainLeverPal	これで古代の水栓を操作するようだな。
FindingDrainLeverSor	これみたいね。
FindingDrainLeverNec	これが目当てのレバーらしい。
CompletingBeneathCityAma	やった！
CompletingBeneathCityBar	助かった。これでやっと、地上の空気が吸える。
CompletingBeneathCityPal	これでクラストにかかった呪いも解ける！
CompletingBeneathCitySor	これで魔神との戦いが楽になるといいわね。
CompletingBeneathCityNec	ふん、下水にふさわしいガラクタだな。
CompletingBladeAma	これで港を魔物から守れるんだね。
CompletingBladeBar	この聖剣は、ザカラムが持つべきじゃない。
CompletingBladePal	この刃で邪悪の心臓を貫く！
CompletingBladeSor	これをオーマスに届けるのね。
CompletingBladeNec	強い力を持つ品だ。オーマスから詳しい話を聞きたいものだな。
FindingJadeFigAma	誰か買ってくれるかな？
FindingJadeFigBar	変わった小像だ。
FindingJadeFigPal	何かもっと、有益な品と交換できるだろうか？
FindingJadeFigSor	妙ね。魔法の気配は何もないわ。
FindingJadeFigNec	つまらん像だ。交換用ぐらいには使えそうだが。
FindingTempleAma	光輝の教会にしちゃ、ずいぶん暗いね...。
FindingTempleBar	天地の精霊も、ここを嫌って逃げたようだな。
FindingTemplePal	この汚れた寺院が、かつてわが教会の誇りであった場所か...。
FindingTempleSor	とてつもない邪悪の存在を感じるわ。
FindingTempleNec	闇がにじみ出してくる。
CompletingTempleAma	スカチムの時代が戻るね！
CompletingTempleBar	これでもう、暗黒の寺院が大地を汚すことはない。
CompletingTemplePal	これで再び光輝の力が蘇るであろう。
CompletingTempleSor	暗黒の力が消えたわ。オーマスに知らせなくちゃ。
CompletingTempleNec	寺院の暗き力は断たれた。
FindingGuardianTowerAma	ここにメフィストがいるんだね。
FindingGuardianTowerBar	ここが憎悪の巣くう場所か。
FindingGuardianTowerPal	ここが魔王メフィストの幽閉されし地か。
FindingGuardianTowerSor	メフィストの牢獄ね。
FindingGuardianTowerNec	メフィストを閉じこめた塔だな...
CompletingGuardianTowerAma	やっと倒した...なのに、この嫌な感じは何だ？
CompletingGuardianTowerBar	これで世界に平和が戻るだろう。
CompletingGuardianTowerPal	もはや憎悪の王が世界をおびやかすことはない。
CompletingGuardianTowerSor	もう、メフィストの憎悪が地上を汚すことはないわ。
CompletingGuardianTowerNec	故郷へ帰れ、メフィスト。地獄の深淵へ。
FreezingIzualAma	ちょっと、３つの願いは叶えてくれないの？
FreezingIzualBar	いくら堕天使でも、自由の権利はある。
FreezingIzualPal	かつて輝く天界に仕えし身が、なにゆえ悪徳に染まった？
FreezingIzualSor	可哀想に、魂の底まで汚されていたのね。
FreezingIzualNec	案外もろかったな。地獄の力を使いこなせずにいたか。
CapsJoinMenu4	     
CapsJoinMenu5	     
Guild 1	       
Guild 2	       
Guild 3	       
Guild 4	       
Guild 5	       
To Guild 5	          
To Guild 4	          
To Guild 3	          
To Guild 2	          
To Guild 1	          
CapsBnet9	      
CapsBnet10	                
CapsBnet11	             
CapsBnet12	          
CapsBnet13	            
CapsBnet14	                 
CapsBnet15	                                                           
CapsGuildName	          
CapsGuildTag	         
GuildText1	                            
GuildText2	                                     
Ladder3	            
Ladder7	          
gmGuildTitle	                  
gmGuildName	    
gmGuildTag	   
gmWWW	              
gmGuildCharter	              
gmGuildCurrentGolds	             
gmGuildNextLevel	           
gmGuildMaster	             
gmOfficer	       
gmName	    
gmClass	     
gmLevel	   
gmDonate	      
gmRemove	             
gmPal	   
gmSor	   
gmAma	   
gmNec	   
gmBar	   
gmChangeSym	                              
gmChangeCharter	                             
gmChangeWebLink	                                 
Guild Portal	            
createdguildsuccess	                                
createdguildfailure	                            
inviteguildsuccess	                      
inviteguildfailure	                        
inviteguildins	                                                                  
joinedguildsuccess	                               
joinedguildfailure	                     
quitguildsuccess	                                      
quitguildfailure	                     
guildentererror	                      
strGuildMasterKicked	                                 
strGuildPerk1	      
strGuildPerk2	              
strGuildPerk3	     
strGuildPerk4	             
strGuildPerk5	           
strGuildPerk6	                 
strGuildGoldDonated	               
strGuildDonateGold	                                                 
gmGuildCurrentGoldPopup	                     
gmGuildNextLevelPopup	                            
gmGuildDonateGoldPopup	                    
Message Board	             
Trophy Case	           
Guild Vault	           
Steeg Stone	           
guildaccepticon	                  
guildmsgtext	    
Eskillname0	          
Eskillsd0	          
Eskillld0	          
Eskillan0	          
EskillnameExp1	    
EskillsExpd1	           
EskilllExpd1	           
EskillExpan1	    
Eskillname2	     
Eskillsd2	                       
Eskillld2	                       
Eskillan2	     
Eskillname3	           
Eskillsd3	           
Eskillld3	                                                             
Eskillan3	           
Eskillname4	         
Eskillsd4	                   
Eskillld4	                              
Eskillan4	         
Eskillname5	         
Eskillsd5	                           
Eskillld5	                           
Eskillan5	         
Eskillname6	         
Eskillsd6	           
Eskillld6	                                 
Eskillan6	         
Eskillname7	    
Eskillsd7	                     
Eskillld7	                     
Eskillan7	    
Eskillname8	              
Eskillsd8	                       
Eskillld8	                       
Eskillan8	          
Eskillname9	            
Eskillsd9	                   
Eskillld9	                                     
Eskillan9	            
Eskillname10	           
Eskillsd10	                   
Eskillld10	                   
Eskillan10	           
Eskillname11	                
Eskillsd11	                
Eskillld11	                
Eskillan11	         
Eskillname12	    
Eskillsd12	                     
Eskillld12	                     
Eskillan12	    
Eskillname13	        
Eskillsd13	                 
Eskillld13	                                      
Eskillan13	        
Eskillname14	           
Eskillsd14	           
Eskillld14	           
Eskillan14	           
Eskillname15	          
Eskillsd15	                           
Eskillld15	                           
Eskillan15	          
Eskillname16	         
Eskillsd16	         
Eskillld16	                
Eskillan16	         
Eskillname17	     
Eskillsd17	     
Eskillld17	     
Eskillan17	     
Eskillname18	    
Eskillsd18	    
Eskillld18	    
Eskillan18	    
Eskillname19	       
Eskillsd19	                                
Eskillld19	                                
Eskillan19	       
Eskillname20	            
Eskillsd20	                    
Eskillld20	                    
Eskillan20	            
Eskillname21	       
Eskillsd21	                
Eskillld21	                                               
Eskillan21	       
Eskillname22	   
Eskillsd22	                         
Eskillld22	                         
Eskillan22	   
Eskillname23	       
Eskillsd23	                
Eskillld23	                
Eskillan23	       
Eskillname24	       
Eskillsd24	                
Eskillld24	                
Eskillan24	       
Eskillname25	               
Eskillsd25	                                
Eskillld25	                                
Eskillan25	               
Eskillname26	              
Eskillsd26	              
Eskillld26	              
Eskillan26	              
Eskillname27	           
Eskillsd27	                     
Eskillld27	                                            
Eskillan27	           
Eskillname28	          
Eskillsd28	          
Eskillld28	          
Eskillan28	          
Eskillname29	         
Eskillsd29	         
Eskillld29	         
Eskillan29	         
Eskillname30	           
Eskillsd30	                 
Eskillld30	                 
Eskillan30	           
Eskillname31	     
Eskillsd31	     
Eskillld31	                           
Eskillan31	     
Eskillname32	              
Eskillsd32	              
Eskillld32	              
Eskillan32	              
Eskillname33	             
Eskillsd33	             
Eskillld33	             
Eskillan33	             
Eskillname34	           
Eskillsd34	                  
Eskillld34	                       
Eskillan34	           
Eskillname35	           
Eskillsd35	                      
Eskillld35	                                      
Eskillan35	           
Eskillname36	             
Eskillsd36	                      
Eskillld36	                      
Eskillan36	             
Eskillname37	          
Eskillsd37	                    
Eskillld37	                                          
Eskillan37	          
Eskillname38	          
Eskillsd38	          
Eskillld38	          
Eskillan38	          
Eskillname39	             
Eskillsd39	             
Eskillld39	             
Eskillan39	             
Eskillname40	                   
Eskillsd40	                           
Eskillld40	                                        
Eskillan40	         
Eskillname41	               
Eskillsd41	                       
Eskillld41	                                       
Eskillan41	               
Eskillname42	               
Eskillsd42	               
Eskillld42	               
Eskillan42	               
Eskillname43	            
Eskillsd43	                            
Eskillld43	                                         
Eskillan43	            
Eskillname44	          
Eskillsd44	          
Eskillld44	          
Eskillan44	          
Eskillname45	          
Eskillsd45	          
Eskillld45	          
Eskillan45	          
Eskillname46	    
Eskillsd46	    
Eskillld46	    
Eskillan46	    
Eskillname47	            
Eskillsd47	            
Eskillld47	            
Eskillan47	            
Eskillname48	      
Eskillsd48	      
Eskillld48	      
Eskillan48	      
Eskillname49	                
Eskillsd49	                
Eskillld49	                
Eskillan49	                
Eskillname50	                
Eskillsd50	                        
Eskillld50	                                    
Eskillan50	                
Eskillname51	          
Eskillsd51	          
Eskillld51	          
Eskillan51	          
Eskillname52	          
Eskillsd52	          
Eskillld52	          
Eskillan52	          
Eskillname53	          
Eskillsd53	          
Eskillld53	          
Eskillan53	          
Eskillname54	             
Eskillsd54	             
Eskillld54	             
Eskillan54	             
Eskillname55	         
Eskillsd55	         
Eskillld55	         
Eskillan55	         
Eskillname56	            
Eskillsd56	            
Eskillld56	            
Eskillan56	            
Eskillname57	            
Eskillsd57	            
Eskillld57	            
Eskillan57	            
Eskillname58	              
Eskillsd58	              
Eskillld58	              
Eskillan58	              
Eskillname59	             
Eskillsd59	             
Eskillld59	             
Eskillan59	             
ESkillHawk	       
ESkillSpikes	        
ESkillStars	       
ESkillWolf	      
ESkillWolves	        
ESkillShoots	       
ESkillTimes	      
ESkillSpikes2	       
ob1	      
ob2	       
ob3	   
ob4	      
ob5	          
ne1	         
ne2	          
ne3	             
ne4	          
ne5	         
dr1	              
dr2	        
dr3	        
dr4	            
dr5	         
as1	     
as2	        
as3	        
as4	     
as5	    
as6	     
as7	     
AmaOnly	           
SorOnly	              
NecOnly	                
PalOnly	            
BarOnly	              
DruOnly	          
AssOnly	             
WeaponDescH2H	                  
Seige Tower	           
RotWalker	          
ReanimatedHorde	                
ProwlingDead	             
UnholyCorpse	             
DefiledWarrior	               
Seige Beast	           
CrushBiest	           
BloodBringer	             
GoreBearer	           
DeamonSteed	           
WailingSpirit	              
LifeSeeker	           
LifeStealer	            
DeathlyVisage	              
BoundSpirit	            
BanishedSoul	             
Deathexp	     
Minionexp	      
Slayerexp	      
IceBoar	        
FireBoar	         
HellSpawn	          
IceSpawn	         
GreaterHellSpawn	                  
GreaterIceSpawn	                 
FanaticMinion	              
BerserkSlayer	                
ConsumedFireBoar	                  
ConsumedIceBoar	                 
FrenziedHellSpawn	                   
FrenziedIceSpawn	                  
InsaneHellSpawn	                 
InsaneIceSpawn	                
Succubusexp	        
VileTemptress	              
StygianHarlot	              
BlightWing	           
BloodWitch	           
Dominus	       
VileWitch	          
StygianFury	            
MageWing	         
HellWitch	          
OverSeer	         
Lasher	      
OverLord	         
BloodBoss	          
HellWhip	         
MinionSpawner	              
MinionSlayerSpawner	                     
MinionIce/fireBoarSpawner	                   
Minionice/hellSpawnSpawner	                   
MinionGreaterIce/hellSpawnSpawner	                           
Imp1	   
Imp2	   
Imp3	   
Imp4	   
Imp5	   
ScrollFormat	%0 %1
BookFormat	%0 %1
HiqualityFormat	%0 %1
LowqualityFormat	%0 %1
HerbFormat	%0 %1
MagicFormat	%0 %1 %2
GemmedNormalName	%0 %1
BodyPartsFormat	%0 %1
PlayerBodyPartFormat	%0 %1
RareFormat	%0 %1
SetItemFormat	%0 %1
ChampionFormat	%0 %1
Monster1Format	%0 %1
Monster2Format	%0 %1 %2
Low Quality	劣悪な
Damaged	傷んだ
Cracked	ひび割れた
Crude	粗雑な
Hiquality	上等な
Gemmed	宝石入りの
Resiliant	強靱なる
Sturdy	頑丈なる
Strong	強き
Glorious	栄光の
Blessed	祝福されし
Saintly	聖者の
Holy	聖なる
Devious	不正の
Fortified	強固なる
Urgent	集中の
Fleet	素早き
Muscular	筋骨の
Jagged	鋸歯の
Deadly	死を呼ぶ
Vicious	悪意の
Brutal	残忍なる
Massive	剛腕の
Savage	野蛮なる
Merciless	冷酷なる
Vulpine	反骨の
Swift	俊敏なる
Artful	絶妙なる
Skillful	熟達の
Adroit	機敏なる
Tireless	疲れ知らずの
Rugged	強健の
Bronze	青銅の
Iron	鉄の
Steel	鋼の
Silver	銀の
Gold	黄金の
Platinum	プラチナの
Meteoric	流星の
Sharp	鋭利なる
Fine	精巧なる
Warrior's	戦士の
Soldier's	兵士の
Knight's	騎士の
Lord's	領主の
King's	王者の
Howling	咆吼する
Fortuitous	幸運の
Brilliant	輝ける
Omniscient	知の
Sage	英知の
Shrewd	狡知の
Vivid	躍動の
Glimmering	きらめく
Glowing	光る
Bright	明るい
Solar	太陽の
Lizard's	蜥蜴の
Forceful	気力の
Snake's	蛇の
Serpent's	大蛇の
Drake's	ドレイクの
Dragon's	ドラゴンの
Wyrm's	ワームの
Dazzling	眩惑の
Facinating	魅惑の
Prismatic	虹色の
Azure	蒼き
Lapis	ラピスの
Cobalt	コバルトの
Indigo	藍の
Sapphire	サファイアの
Cerulean	セルリアンの
Red	赤き
Crimson	深紅の
Burgundy	赤紫の
Garnet	ガーネットの
Russet	深き赤の
Ruby	ルビーの
Vermilion	朱の
Orange	オレンジの
Ocher	オーカーの
Tangerine	赤橙色の
Coral	珊瑚色の
Crackling	亀裂を入れる
Amber	琥珀の
Forked	叉になった
Green	緑の
Beryl	薄青の
Jade	翡翠の
Viridian	深緑の
Vital	活発なる
Emerald	エメラルドの
Enduring	不朽の
Fletcher's	矢羽職人の
Archer's	アーチャーの
Monk's	モンクの
Priest's	聖職者の
Summoner's	召喚術師の
Necromancer's	ネクロマンサーの
Angel's	天使の
Arch-Angel's	大天使の
Slayer's	殺戮者の
Berserker's	狂戦士の
Kicking	蹴撃の
Triumphant	凱歌の
Mighty	力強き
Energizing	活力の
Strengthening	強化の
Empowering	鉄腕の
Brisk	俊速の
Tough	タフネスの
Hardy	頑健の
Robust	堅固なる
of Health	（生命力）
of Protection	（守備）
of Absorption	（吸収）
of Warding	（防護）
of the Sentinel	（歩哨）
of Guarding	（防衛）
of Negation	（無効化）
of Piercing	（貫通）
of Bashing	（強打）
of Puncturing	（穿刺）
of Thorns	（棘）
of Spikes	（スパイク）
of Readiness	（快速）
of Alacrity	（機敏）
of Swiftness	（俊敏）
of Quickness	（素早さ）
of Blocking	（ブロック）
of Deflecting	（受け流し）
of the Apprentice	（学徒）
of the Magus	（司祭）
of Frost	（霜）
of the Glacier	（氷河）
of Warmth	（解氷）
of Flame	（炎）
of Fire	（火）
of Burning	（灼熱）
of Shock	（衝撃）
of Lightning	（稲妻）
of Thunder	（雷撃）
of Craftsmanship	（精妙）
of Quality	（上質）
of Maiming	（傷害）
of Slaying	（殺害）
of Gore	（残虐）
of Carnage	（殺戮）
of Slaughter	（虐殺）
of Worth	（価値）
of Measure	（保証）
of Excellence	（卓越）
of Performance	（高性能）
of Blight	（疾病）
of Venom	（毒）
of Pestilence	（悪疫）
of Dexterity	（敏捷）
of Skill	（技）
of Accuracy	（的確）
of Precision	（精度）
of Perfection	（完璧）
of Balance	（バランス）
of Stability	（安定）
of the Horse	（馬）
of Regeneration	（活力回復）
of Regrowth	（再生）
of Vileness	（堕落）
of Greed	（貪欲）
of Wealth	（富裕）
of Chance	（好機）
of Fortune	（幸運）
of Energy	（エネルギー）
of the Mind	（精神）
of Brilliance	（俊才）
of Sorcery	（魔道）
of Wizardry	（魔術）
of the Bear	（熊）
of Light	（光輝）
of Radiance	（光）
of the Sun	（太陽）
of Life	（生命）
of the Jackal	（ジャッカル）
of the Fox	（狐）
of the Wolf	（狼）
of the Tiger	（虎）
of the Mammoth	（マンモス）
of the Colosuss	（コロッサス）
of the Leech	（ヒル）
of the Locust	（バッタ）
of the Bat	（蝙蝠）
of the Vampire	（吸血鬼）
of Defiance	（不屈）
of Remedy	（治療）
of Amelioration	（向上）
of Ice	（氷）
of Simplicity	（簡便）
of Ease	（容易）
of the Mule	（ラバ）
of Strength	（腕力）
of Might	（強さ）
of the Ox	（雄牛）
of the Giant	（巨人）
of the Titan	（ティーターン）
of Pacing	（健脚）
of Haste	（迅速）
of Speed	（スピード）
cap	キャップ
skp	スカルキャップ
hlm	ヘルム
fhl	フル・ヘルム
ghm	グレイト・ヘルム
crn	冠
msk	マスク
qui	キルトのアーマー
lea	レザーアーマー
hla	ハードレザー・アーマー
stu	鋲つき革アーマー
rng	リングメイル
scl	スケールメイル
chn	チェーンメイル
brs	ブレストプレート
spl	スプリントメイル
plt	プレートメイル
fld	フィールドプレート
gth	ゴシックプレート
ful	フルプレートメイル
aar	古代のアーマー
ltp	 ライト・プレート 
buc	バックラー
sml	スモールシールド
lrg	ラージシールド
kit	カイトシールド
tow	タワーシールド
gts	ゴシックシールド
lgl	レザーグローブ
vgl	ヘヴィグローブ
mgl	チェーングローブ
tgl	ライトガントレット
hgl	ガントレット
lbt	ブーツ
vbt	ヘヴィブーツ
mbt	チェーンブーツ
tbt	ライトプレートブーツ
hbt	グリーヴ
lbl	サッシュ
vbl	ライトベルト
mbl	ベルト
tbl	ヘヴィベルト
hbl	プレートベルト
bhm	ボーンヘルム
bsh	ボーンシールド
spk	スパイクシールド
hax	ハンドアックス
axe	アックス
2ax	ダブルアックス
mpi	ミリタリー・ピック
wax	ウォーアックス
lax	ラージアックス
bax	ブロードアックス
btx	バトルアックス
gax	グレートアックス
gix	ジャイアントアックス
wnd	ワンド
ywn	木のワンド
bwn	ボーンワンド
gwn	グリムワンド
clb	クラブ
scp	セプター
gsc	グランドセプター
wsp	ウォーセプター
spc	スパイク付きクラブ
mac	メイス
mst	モーニングスター
fla	フレイル
whm	ウォーハンマー
mau	モール
gma	グレートモール
ssd	ショートソード
scm	シミター
sbr	サーベル
flc	フォルシオン
crs	クリスタルソード
bsd	ブロードソード
lsd	ロングソード
wsd	ウォーソード
2hs	両手用ソード
clm	クレイモア
gis	ジャイアントソード
bsw	バスタードソード
flb	フランベルジュ
gsd	グレートソード
dgr	ダガー
dir	短刀
kri	クリース
bld	ブレイド
tkf	投げナイフ
tax	投げアックス
bkf	バランスナイフ
bal	バランスアックス
jav	ジャベリン
pil	パイラム
ssp	ショートスピア
glv	グレイヴ
tsp	投げスピア
spr	スピア
tri	トライデント
brn	ブランディストック
spt	スペタム
pik	パイク
bar	バーダイク
vou	バウルジ
scy	大鎌
pax	ポールアックス
hal	ハルバード
wsc	戦争の大鎌
sst	ショート・スタッフ
lst	ロング・スタッフ
cst	節くれだったスタッフ
bst	バトル・スタッフ
wst	ウォー・スタッフ
sbw	ショートボウ
hbw	ハンターズ・ボウ
lbw	ロングボウ
cbw	複合ボウ
sbb	ショート・バトルボウ
lbb	ロング・バトルボウ
swb	ショート・ウォーボウ
lwb	ロング・ウォーボウ
lxb	ライト・クロスボウ
mxb	クロスボウ
hxb	ヘヴィ・クロスボウ
rxb	連射クロスボウ
xpk	有刺シールド
xsh	グリムシールド
xh9	グリムヘルム
zhb	ウォーベルト
ztb	バトルベルト
zmb	メッシュベルト
zvb	鮫皮ベルト
zlb	魔獣の皮のサッシュ
xhb	ウォーブーツ
xtb	バトルブーツ
xmb	メッシュブーツ
xvb	鮫皮ブーツ
xlb	魔獣の皮のブーツ
xhg	ウォー・ガントレット
xtg	バトル・ガントレット
xmg	重い弓籠手
xvg	鮫皮グローブ
xlg	魔獣の皮のグローブ
xts	古代のシールド
xow	パバイス
xit	ドラゴンシールド
xrg	スキュータム
xml	ラウンドシールド
xuc	ディフェンダー
xtp	魔道師のプレート
xar	装飾のプレート
xul	混沌のアーマー
xth	エンボスのプレート
xld	鮫の歯のアーマー
xlt	聖堂騎士のコート
xpl	ラセットアーマー
xrs	クゥイラス
xhn	メッシュアーマー
xcl	ティギュレート・メイル
xng	リンクト・メイル
xtu	格子のアーマー
xla	魔獣の皮のアーマー
xea	蛇皮のアーマー
xui	ゴーストアーマー
xsk	デスマスク
xrn	大いなる冠
xhm	ウィングヘルム
xhl	バシネット
xlm	カスク
xkp	サレット
xap	ウォー・ハット
8rx	チュコヌ
8hx	バリスタ
8mx	攻城クロスボウ
8lx	アルバレスト
8lw	ゴシック・ボウ
8sw	ルーン・ボウ
8l8	大攻城弓
8s8	短攻城弓
8cb	ダブルボウ
8lb	シダーの弓
8hb	剃刀の弓
8sb	エッジ・ボウ
8ws	ルーン・スタッフ
8bs	ゴシック・スタッフ
8cs	シダーのスタッフ
8ls	クォータースタッフ
8ss	ジョウのスタッフ
9wc	死の大鎌
9h9	ベクドコービン
9pa	パルチザン
9s8	戦いの大鎌
9vo	長鉾
9b7	ロッホアーバー・アックス
9p9	ランス
9st	東洋の槍
9br	ウォー・フォーク
9tr	フシナ
9sr	ウォー・スピア
9ts	ハープーン
9gl	スピキュラム
9s9	シンビラン
9pi	グレートパイラム
9ja	ウォージャベリン
9b8	ハールバット
9bk	ウォー・ダート
9ta	フランシスカ
9tk	バトルダート
9bl	スティレット
9kr	チンクエデア
9di	ロンデル
9dg	ポイグナード
9gd	処刑人のソード
9fb	ツヴァイハンダー
9gs	タスク・ソード
9cm	ダキアの鎌
92h	エスパンドン
9wd	古代のソード
9ls	ルーンソード
9bs	バトルソード
9cr	ディメンショナル・ブレイド
9fc	タルワール
9sb	シャムシール
9sm	カットラス
9ss	グラディウス
9gm	マーテル・ドゥ・フェール
9m9	ウォー・クラブ
9wh	バトルハンマー
9fl	むち
9mt	鋸歯のスター
9ma	フランジド・メイス
9sp	有刺クラブ
9ws	ディバイン・セプター
9qs	聖水スプリンクラー
9sc	新米のセプター
9cl	カジェル
9gw	グレイブワンド
9bw	トゥームワンド
9yw	硬いワンド
9wn	焦げたワンド
9gi	古代のアックス
9ga	ゴシックアックス
9bt	テイバー
9ba	鉤付きアックス
9la	ミリタリーアックス
9wa	ナーガ
9mp	クロウビル
92a	ツインアックス
9ax	クリーヴァー
9ha	ハチェット
9b9	ゴシック・ソード
gpl	刺激ガスポーション
opl	可燃ポーション
gpm	窒息ガスポーション
opm	爆発ポーション
gps	悪臭ガスポーション
ops	オイルポーション
gidbinn	ギドビン
g33	ザ・ギドビン
d33	おとりのギドビン
leg	ワートの脚
Malus	ホラドリック・マリュス
hdm	ホラドリック・マリュス
hfh	地獄の炉の槌
hst	ホラドリムの杖
msf	ホラドリムの杖の軸
orifice	台座
elx	エリクサー
tbk	タウンポータルの書
tsc	タウンポータルの巻物
ibk	鑑定の書
isc	鑑定の巻物
RightClicktoUse	右クリックで使う
RightClicktoOpen	右クリックで開く
RightClicktoRead	右クリックで読む
InsertScrolls	巻物を挿入
vps	スタミナポーション
yps	解毒ポーション
rvs	回復ポーション
rvl	完全回復ポーション
wms	解氷ポーション
amu	護符
vip	ホラドリムの杖の頭
rin	リング
gld	ゴールド
bks	イニファスの巻物
bkd	ケルンの輪の解き方
aqv	矢
tch	たいまつ
cqv	ボルト
Key	鍵
key	鍵
luv	黒き塔の鍵
xyz	右クリックでライフを永久に20アップ\n生命のポーション
shrine	ほこら
teleport pad	テレポートパッド
j34	翡翠の小像
g34	黄金の鳥
bbb	ラム・エセンの書
LamTome	ラム・エセンの書
box	ホラドリムのキューブ
tr1	ホラドリムの巻物
mss	メフィストのソウルストーン
ass	右クリックし、望むスキルを修得\nスキルの書
ear	耳
gcv	欠けたアメジスト
gfv	傷のあるアメジスト
gsv	アメジスト
gzv	無傷のアメジスト
gpv	完璧なアメジスト
gcy	欠けたトパーズ
gfy	傷のあるトパーズ
gsy	トパーズ
gly	無傷のトパーズ
gpy	完璧なトパーズ
gcb	欠けたサファイア
gfb	傷のあるサファイア
gsb	サファイア
glb	無傷のサファイア
gpb	完璧なサファイア
gcg	欠けたエメラルド
gfg	傷のあるエメラルド
glg	無傷のエメラルド
gsg	エメラルド
gpg	完璧なエメラルド
gcr	欠けたルビー
gfr	傷のあるルビー
gsr	ルビー
glr	無傷のルビー
gpr	完璧なルビー
gcw	欠けたダイアモンド
gfw	傷のあるダイアモンド
gsw	ダイアモンド
glw	無傷のダイアモンド
gpw	完璧なダイアモンド
hp1	マイナーヒーリング・ポーション
hp2	ライトヒーリング・ポーション
hp3	ヒーリング・ポーション
hp4	グレートヒーリング・ポーション
hp5	スーパーヒーリング・ポーション
mp1	マイナーマナ・ポーション
mp2	ライトマナ・ポーション
mp3	マナ・ポーション
mp4	グレートマナ・ポーション
mp5	スーパーマナ・ポーション
hrb	ハーブ
skc	欠けた頭蓋骨
skf	傷のある頭蓋骨
sku	頭蓋骨
skl	無傷の頭蓋骨
skz	完璧な頭蓋骨
Beast	獣の
Eagle	鷲の
Raven	鴉の
Viper	毒蛇の
GhoulRI	グールの
Skull	頭蓋骨の
Blood	血の
Dread	恐怖の
Doom	破滅の
Grim	残忍なる
Bone	骨の
Death	死の
Shadow	影の
Storm	嵐の
Rune	ルーンの
PlagueRI	悪疫の
Stone	石の
Wraith	生霊の
Spirit	霊魂の
Demon	魔獣の
Cruel	残酷な
Empyrion	天空の
Bramble	イバラの
Pain	苦痛の
Loath	嫌悪の
Glyph	グリフの
Imp	小鬼の
Fiend	フィーンドの
Hailstone	雹の
Gale	烈風の
Dire	壮烈なる
Soul	魂の
Brimstone	硫黄の
Corpse	屍
Carrion	死肉の
Holocaust	ハルマゲドンの
Havoc	大乱の
Bitter	苦き
Entropy	エントロピーの
Chaos	混沌の
Order	秩序の
Rift	不和の
Corruption	腐敗の
bite	咬撃
scratch	掻撃
scalpel	小刀
fang	牙
gutter	屠殺刀
thirst	渇き
razor	剃刀
scythe	大鎌
edge	刃
saw	鋸
splitter	スプリッター
cleaver	クリーヴァー
sever	斬殺者
sunder	切断者
rend	斬撃
mangler	乱撃
slayer	殺戮者
reaver	略奪者
Spawn	申し子
gnash	歯ぎしり
star	星
blow	旋撃
smasher	破砕者
Bane	殺人者
crusher	粉砕者
breaker	破壊者
grinder	殲滅者
crack	痛撃
mallet	小槌
knell	弔鐘
lance	ランス
spike	スパイク
impaler	貫通者
skewer	スキューアー
prod	刺突
scourge	天誅
wand	ワンド
wrack	拷問
barb	鉤
needle	針
dart	ダート
bolt	ボルト
quarrel	争乱
fletch	フレッチ
flight	飛行
nock	弓筈
horn	角
stinger	スティンガー
quill	羽柄
goad	突き棒
branch	枝
spire	スパイア
song	歌
call	呼び声
cry	絶叫
spell	呪文
chant	聖歌
weaver	織り師
gnarl	瘤
visage	覆面
crest	冠兜
circlet	鉢金
veil	ヴェール
hood	フード
mask	マスク
brow	額あて
casque	カスク
visor	バイザー
cowl	頭巾
hide	皮
Pelt	毛皮
carapace	甲羅
coat	コート
wrap	巻き布
suit	スーツ
cloak	クローク
shroud	屍衣
jack	革胴
mantle	マント
guard	ガード
badge	バッヂ
rock	岩
aegis	イージス
ward	防護
tower	塔
shield	シールド
wing	翼
mark	マーク
emblem	エンブレム
hand	手
fist	拳
claw	鉤爪
clutches	握り
grip	グリップ
grasp	保持
hold	ホールド
touch	接触
finger	指
knuckle	ナックル
shank	脛
spur	拍車
tread	靴底
stalker	ストーカー
greave	グリーヴ
blazer	ブレイザー
nails	爪
trample	蹂躙
Brogues	短靴
track	追跡
slippers	軽靴
clasp	留め金
buckle	バックル
harness	ハーネス
lock	ロック
fringe	フリンジ
winding	帯
chain	鎖
strap	ストラップ
lash	綱
cord	紐
knot	結び目
circle	サークル
loop	ループ
eye	小環
turn	回転
spiral	螺旋
