Index	Name	Name
D2bnetHelp51	BATTLE.NET COMMANDS	BATTLE.NET コマンド一覧
D2bnetHelp52	/whisper	/WHISPER
D2bnetHelp53	/me	/ME
D2bnetHelp54	/away	/AWAY
D2bnetHelp55	/squelch, /unsquelch	/SQUELCH, /UNSQUELCH
D2bnetHelp56	/ban, /unban, /kick	/BAN, /UNBAN, /KICK
D2bnetHelp57	/channel	/CHANNEL
D2bnetHelp58	/whois, /where, /whoami	/WHOIS, /WHERE, /WHOAMI
D2bnetHelp59	/d2notify	/D2NOTIFY
D2bnetHelp60	/designate, /rejoin	/DESIGNATE, /REJOIN
D2bnetHelp61	/time	/TIME
D2bnetHelp62	/who, /users	/WHO, /USERS
D2bnetHelp63	/stats	/STATS
Moo Moo Farm	The Secret Cow Level	モーモー牧場
Chaos Sanctum	The Chaos Sanctuary	混沌の聖域
The Pandemonium Fortress	The Pandemonium Fortress	伏魔殿の砦
River of Flame	River of Flame	炎の河
Outer Steppes	Outer Steppes	さいはての草原
Plains of Despair	Plains of Despair	絶望の平原
City of the Damned	City of the Damned	呪われし者の街
Durance of Hate Level 3	Durance of Hate Level 3	憎悪の牢獄 レベル3
Durance of Hate Level 2	Durance of Hate Level 2	憎悪の牢獄 レベル2
Durance of Hate Level 1	Durance of Hate Level 1	憎悪の牢獄 レベル1
Disused Reliquary	Disused Reliquary	捨てられし宝物庫
Ruined Fane	Ruined Fane	神殿の廃墟
Forgotten Temple	Forgotten Temple	忘れられし寺院
Forgotten Reliquary	Forgotten Reliquary	忘れられし宝物庫
Disused Fane	Disused Fane	捨てられし神殿
Ruined Temple	Ruined Temple	寺院の廃墟
Flayer Dungeon Level 3	Flayer Dungeon Level 3	フレイヤーのダンジョン レベル3
Flayer Dungeon Level 2	Flayer Dungeon Level 2	フレイヤーのダンジョン レベル2
Flayer Dungeon Level 1	Flayer Dungeon Level 1	フレイヤーのダンジョン レベル1
Swampy Pit Level 3	Swampy Pit Level 3	泥沼の穴 レベル3
Swampy Pit Level 2	Swampy Pit Level 2	泥沼の穴 レベル2
Swampy Pit Level 1	Swampy Pit Level 1	泥沼の穴 レベル1
Spider Cave	Arachnid Lair	蟲の巣窟
Spider Cavern	Spider Cavern	蜘蛛の洞窟
Travincal	Travincal	トラビンカル
Kurast Causeway	Kurast Causeway	クラストの参道
Upper Kurast	Upper Kurast	クラスト北部
Kurast Bazaar	Kurast Bazaar	クラストの市場
Lower Kurast	Lower Kurast	クラスト南部
Flayer Jungle	Flayer Jungle	フレイヤーの密林
Great Marsh	Great Marsh	大湿地帯
Spider Forest	Spider Forest	蜘蛛の森
Kurast Docktown	Kurast Docks	クラストの港
Durance of Hate	Durance of Hate	憎悪の牢獄
Flayer Dungeon	Flayer Dungeon	フレイヤーのダンジョン
Swampy Pit	Swampy Pit	泥沼の穴
Arcane Sanctuary	Arcane Sanctuary	秘密の聖域
Duriel's Lair	Tal Rasha's Chamber	タル・ラシャの墓室
Tal Rasha's Tomb	Tal Rasha's Tomb	タル・ラシャの墓所
Ancient Tunnels	Ancient Tunnels	古代のトンネル
Maggot Lair Level 3	Maggot Lair Level 3	蛆虫の巣窟 レベル3
Maggot Lair Level 2	Maggot Lair Level 2	蛆虫の巣窟 レベル2
Maggot Lair Level 1	Maggot Lair Level 1	蛆虫の巣窟 レベル1
Claw Viper Temple Level 2	Claw Viper Temple Level 2	クロウ・ヴァイパーの寺院 レベル2
Halls of the Dead Level 3	Halls of the Dead Level 3	亡者の回廊 レベル3
Stony Tomb Level 2	Stony Tomb Level 2	石の墓所 レベル2
Claw Viper Temple Level 1	Claw Viper Temple Level 1	クロウ・ヴァイパーの寺院 レベル1
Halls of the Dead Level 2	Halls of the Dead Level 2	亡者の回廊 レベル2
Halls of the Dead Level 1	Halls of the Dead Level 1	亡者の回廊 レベル1
Stony Tomb Level 1	Stony Tomb Level 1	石の墓所 レベル1
Palace Cellar Level 3	Palace Cellar Level 3	宮殿の貯蔵庫 レベル3
Palace Cellar Level 2	Palace Cellar Level 2	宮殿の貯蔵庫 レベル2
Palace Cellar Level 1 	Palace Cellar Level 1	宮殿の貯蔵庫 レベル1
Harem Level 2	Harem Level 2	ハーレム レベル2
Harem Level 1	Harem Level 1	ハーレム レベル1
Sewers Level 3	Sewers Level 3	下水溝 レベル3
Sewers Level 2	Sewers Level 2	下水溝 レベル2
Sewers Level 1	Sewers Level 1	下水溝 レベル1
Canyon of the Magi	Canyon of the Magi	魔道師の渓谷
Valley of Snakes	Valley of Snakes	蛇の谷
Lost City	Lost City	失われた街
Far Oasis	Far Oasis	はるかなるオアシス
Dry Hills	Dry Hills	乾きの丘
Rocky Waste	Rocky Waste	岩の荒野
Lut Gholein	Lut Gholein	ラット・ゴーレイン
Maggot Lair	Maggot Lair	蛆虫の巣窟
Claw Viper Temple	Claw Viper Temple	クロウ・ヴァイパーの寺院
Halls of the Dead	Halls of the Dead	亡者の回廊
Stony Tomb	Stony Tomb	石の墓所
Palace Cellar	Palace Cellar	宮殿の貯蔵庫
Harem	Harem	ハーレム
Sewers	Sewers	下水溝
To The Moo Moo Farm	To The Secret Cow Level	モーモー牧場へ
To Chaos Sanctum	To The Chaos Sanctuary	混沌の聖域へ
To The River of Flame	To The River of Flame	炎の河へ
To The Outer Steppes	To The Outer Steppes	さいはての草原へ
To The Plains of Despair	To The Plains of Despair	絶望の平原へ
To The City of the Damned	To The City of the Damned	呪われし者の街へ
To The Pandemonium Fortress	To The Pandemonium Fortress	伏魔殿の砦へ
To The Durance of Hate Level 3	To The Durance of Hate Level 3	憎悪の牢獄 レベル3へ
To The Durance of Hate Level 2	To The Durance of Hate Level 2	憎悪の牢獄 レベル2へ
To The Durance of Hate Level 1	To The Durance of Hate Level 1	憎悪の牢獄 レベル1へ
To The Disused Reliquary	To The Disused Reliquary	捨てられし宝物庫へ
To The Ruined Fane	To The Ruined Fane	神殿の廃墟へ
To The Forgotten Temple	To The Forgotten Temple	忘れられし寺院へ
To The Forgotten Reliquary	To The Forgotten Reliquary	忘れられし宝物庫へ
To The Disused Fane	To The Disused Fane	捨てられし神殿へ
To The Ruined Temple	To The Ruined Temple	寺院の廃墟へ
To The Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	フレイヤーのダンジョン レベル1へ
To The Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	フレイヤーのダンジョン レベル2へ
To The Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	フレイヤーのダンジョン レベル3へ
To The Swampy Pit Level 3	To The Swampy Pit Level 3	泥沼の穴 レベル3へ
To The Swampy Pit Level 2	To The Swampy Pit Level 2	泥沼の穴 レベル2へ
To The Swampy Pit Level 1	To The Swampy Pit Level 1	泥沼の穴 レベル1へ
To The Spider Cave	To The Arachnid Lair	蟲の巣窟へ
To The Spider Cavern	To The Spider Cavern	蜘蛛の洞窟へ
To Travincal	To Travincal	トラビンカルへ
To The Kurast Causeway	To The Kurast Causeway	クラストの参道へ
To Upper Kurast	To Upper Kurast	クラスト北部へ
To The Kurast Bazaar	To The Kurast Bazaar	クラストの市場へ
To Lower Kurast	To Lower Kurast	クラスト南部へ
To The Flayer Jungle	To The Flayer Jungle	フレイヤーの密林へ
To The Great Marsh	To The Great Marsh	大湿地帯へ
To The Spider Forest	To The Spider Forest	蜘蛛の森へ
To The Kurast Docktown	To The Kurast Docks	クラストの港へ
To The Arcane Sanctuary	To The Arcane Sanctuary	秘密の聖域へ
To Duriel's Lair	To Tal Rasha's Chamber	タル・ラシャの墓室へ
To Tal Rasha's Tomb	To Tal Rasha's Tomb	タル・ラシャの墓所へ
To The Ancient Tunnels	To The Ancient Tunnels	古代のトンネルへ
To The Maggot Lair Level 3	To The Maggot Lair Level 3	蛆虫の巣窟 レベル3へ
To The Maggot Lair Level 2	To The Maggot Lair Level 2	蛆虫の巣窟 レベル2へ
To The Maggot Lair Level 1	To The Maggot Lair Level 1	蛆虫の巣窟 レベル1へ
To The Claw Viper Temple Level 2	To The Claw Viper Temple Level 2	クロウ・ヴァイパーの寺院 レベル2へ
To The Halls of the Dead Level 3	To The Halls of the Dead Level 3	亡者の回廊 レベル3へ
To The Stony Tomb Level 2	To The Stony Tomb Level 2	石の墓所 レベル2へ
To The Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	クロウ・ヴァイパーの寺院 レベル1へ
To The Halls of the Dead Level 2	To The Halls of the Dead Level 2	亡者の回廊 レベル2へ
To The Halls of the Dead Level 1	To The Halls of the Dead Level 1	亡者の回廊 レベル1へ
To The Stony Tomb Level 1	To The Stony Tomb Level 1	石の墓所 レベル1へ
To The Palace Cellar Level 3	To The Palace Cellar Level 3	宮殿の貯蔵庫 レベル3へ
To The Palace Cellar Level 2	To The Palace Cellar Level 2	宮殿の貯蔵庫 レベル2へ
To The Palace Cellar Level 1 	To The Palace Cellar Level 1 	宮殿の貯蔵庫 レベル1へ
To The Harem Level 2	To The Harem Level 2	ハーレム レベル2へ
To The Harem Level 1	To The Harem Level 1	ハーレム レベル1へ
To The Sewers Level 3	To The Sewers Level 3	下水溝 レベル３へ
To The Sewers Level 2	To The Sewers Level 2	下水溝 レベル２へ
To The Sewers Level 1	To The Sewers Level 1	下水溝 レベル１へ
To The Canyon of the Magi	To The Canyon of the Magi	魔道師の渓谷へ
To The Valley of Snakes	To The Valley of Snakes	蛇の谷へ
To The Lost City	To The Lost City	失われた街へ
To The Far Oasis	To The Far Oasis	はるかなるオアシスへ
To The Dry Hills	To The Dry Hills	乾きの丘へ
To The Rocky Waste	To The Rocky Waste	岩の荒野へ
To Lut Gholein	To Lut Gholein	ラット・ゴーレインへ
qstsa2q0	Act 2 Prologue	第二章　プロローグ
qstsa2q1	Radament's Lair	ラダメントの地下道
qstsa2q2	The Horadric Staff	ホラドリムの杖
qstsa2q3	Tainted Sun	汚された太陽
qstsa2q4	Arcane Sanctuary	秘密の聖域
qstsa2q5	The Summoner	召喚術師
qstsa2q6	The Seven Tombs	七つの墓所
qstsa3q0	Act 3 Prologue	第三章　プロローグ
qstsa3q1	Lam Esen's Tome	ラム・エセンの書
qstsa3q2	Khalim's Will	カリムの遺志
qstsa3q3	Blade of the Old Religion	古代宗教の短剣
qstsa3q4	The Golden Bird	黄金の鳥
qstsa3q5	The Blackened Temple	黒き寺院
qstsa3q6	The Guardian	守護者
qstsa4q0	Act 4 Prologue	第四章　プロローグ
qstsa4q1	The Fallen Angel	堕ちた天使
qstsa4q2	Terror's End	恐怖の終焉
qstsa4q3	Hell's Forge	地獄の炉
qstsa2q01	Lut Gholein	ラット・ゴーレイン
qstsa2q11	Find Radament's Lair in the Lut Gholein sewers.	ラット・ゴーレインの下水溝でラダメントの地下道を探せ。
qstsa2q12	Kill Radament.	ラダメントを殺せ。
qstsa2q13	Return to Atma for a reward.	アトマに会って報酬を受け取れ。
qstsa2q21	Show the scroll to Cain in Lut Gholein.	ラット・ゴーレインでケインに巻物を見せよ。
qstsa2q22	Search the Halls of the Dead under the Dry Hills for the Cube. Search the Maggot Lair under the Far Oasis for the Shaft. Search the Claw Viper Temple for the Headpiece.	乾きの丘の亡者の回廊でキューブを 探せ。はるかなるオアシスを探って 蛆虫の巣窟で、杖の軸を取れ。クロ ウ・ヴァイパーの寺院へ踏み込んで 杖の頭部を探せ。
qstsa2q23	Use the Horadric Cube to restore the Staff.	ホラドリムのキューブを使って杖を 再生せよ。
qstsa2q24	Take the Staff into Tal Rasha's Tomb.	杖をタル・ラシャの墓所に持ってゆけ。
qstsa2q25	Take the artifacts to Cain in Lut Gholein.	発掘品をラット・ゴーレインのケイ ンに見せよ。
qstsa2q31	Look for the source of the darkness.	暗闇を生んだ源を探せ。
qstsa2q31a	Ask Drognan about the strange darkness.	謎の暗闇についてドログナンに尋ねよ。
qstsa2q32	Destroy the Serpent Altar in the Claw Viper Temple beneath the Valley of Snakes.	失われた街の彼方にある蛇の谷でクロウ・ヴァイパーの寺院を探索して大蛇の祭壇を破壊せよ。
qstsa2q33	Speak with the townsfolk in Lut Gholein.	ラット・ゴーレインの市民に話し掛けよ。
qstsa2q41	Look for the Arcane Sanctuary within the Palace.	宮殿の底の秘密の聖域を探し出せ。
qstsa2q41a	Talk to Drognan.	ドログナンに話しかけよ。
qstsa2q42	Find Horazon's Journal.	ホラゾンの日誌を探せ。
qstsa2q43	Continue the search for the Seventh Tomb.	第七の墓所の探索を続けよ。
qstsa2q51	Beware the Summoner.	召喚術師には用心せよ。
qstsa2q52	Kill the Summoner.	召喚術師を討ち取れ。
qstsa2q53	Return to town for more information.	街に戻って情報を集めよ。
qstsa2q61	Find Tal Rasha's Tomb.	タル・ラシャの墓所を探せ。
qstsa2q61a	The Symbol of the True Tomb of Tal Rasha.	これが真のタル・ラシャの 墓所の紋章である。
qstsa2q62	Kill Duriel.	ドゥリエルを討ち取れ。
qstsa2q63	Explore Tal Rasha'a Chamber.	タル・ラシャの墓室を探索せよ。
qstsa2q63a	Talk to Jerhyn.	ジェリンに話しかけよ。
qstsa2q64	Talk to Jerhyn.	ジェリンに話しかけよ。
qstsa2q65	Talk to Meshif.	メシフに話しかけよ。
qstsa3q01	Jungle Village	密林の村
qstsa3q11	Search the six temples in the Bazaar, Upper Kurast, and the Causeway for Lam Esen's Tome.	市場、クラスト北部、参道に建つ六つの寺院を調べて、ラム・ エセンの書を探せ。
qstsa3q12	Talk to Alkor.	アルコーに話しかけよ。
qstsa3q21	Find Khalim's relics. Search for his Eye in the Spider Cavern.	カリムの遺品を探索せよ。まず蜘蛛 の洞窟で彼の「眼」を取れ。
qstsa3q22	Search for Khalim's Brain in the Flayer Dungeon.	フレイヤーのダンジョンにてカリムの「脳」を探し出せ。
qstsa3q23	Search for Khalim's Flail in Travincal. Beware the High Council.	寺院都市トラビンカルに行ってカリムのフレイルを入手せよ。長老議会に用心せよ。
qstsa3q24	Search for Khalim's Heart in the Sewers under the Kurast Bazaar.	クラストの市場の下水溝でカリムの「心臓」を手に入れよ。
qstsa3q25	Transmute Khalim's relics - the Flail, Eye, Heart, and Brain - with the Horadric Cube.	ホラドリムのキューブでカリムの 遺品（フレイル、眼、心臓、脳）を合成 せよ。
qstsa3q26	Use Khalim's Will to smash the Compelling Orb.	カリムの遺志で、服従の宝玉を破壊せよ。
qstsa3q21a	Ask Cain about Khalim's relics.	カリムの遺品について、ケインにたずねよ。
qstsa3q31	Look for the Gidbinn in the Flayer Jungle.	フレイヤーの密林にて、短剣ギドビンを探せ。
qstsa3q32	Pick up the Gidbinn.	ギドビンを取れ。
qstsa3q33	Return the Gidbinn to Ormus.	ギドビンをオーマスに渡せ。
qstsa3q34	Talk to Asheara.	アシェアラに話しかけよ。
qstsa3q35	Talk to Ormus.	オーマスに話しかけよ。
qstsa3q41	Ask Cain about the Jade Figurine.	翡翠の小像について、ケインに聞け。
qstsa3q42	Show Meshif the Figurine.	メシフに翡翠の小像を見せよ。
qstsa3q43	Ask Cain about the Golden Bird.	ケインに、黄金の鳥のことを聞け。
qstsa3q44	Give the Golden Bird to Alkor.	黄金の鳥を、アルコーに渡せ。
qstsa3q45	Return to Alkor for reward.	アルコーに会って、報酬を受け取れ。
qstsa3q51	Find the Blackened Temple within Travincal.	トラビンカルの黒き寺院を探せ。
qstsa3q52	Kill the High Council.	長老議会の面々を討ち取れ。
qstsa3q53	Ask Cain for help.	ケインに助力を頼め。
qstsa3q61	Smash the Compelling Orb with Khalim's Will to open the way to Mephisto's Durance.	カリムの遺志で服従の宝玉を破壊し、メフィストの牢獄への道を開け。
qstsa3q62	Search for Mephisto in his Durance.	牢獄を探索しメフィストを発見せよ。
qstsa3q63	Kill Mephisto.	メフィストを討ち取れ。
qstsa3q31a	Ask around the Docks about the Gidbinn.	港で、ギドビンについて尋ねよ。
qstsa3q51a	Ask Ormus about the Blackened Temple.	オーマスに、黒き寺院について聞け。
qstsa3q61a	Ormus has news about the Guardian.	オーマスが、守護者について知っている。
qstsa4q11	Look for Izual in the Plains of Despair.	絶望の平原にて、イズアルを探せ。
qstsa4q12	Destroy the demon that holds Izual's soul.	イズアルの魂を捕らえている魔物を退治せよ。
qstsa4q13a	Talk to Izual's Spirit.	イズアルの霊に話しかけよ。
qstsa4q13	See Tyrael for reward.	ティラエルに会って報酬を受け取れ。
qstsa4q31	Take Mephisto's Soulstone to the Hellforge.	メフィストのソウルストーンを、地獄の炉に持ってゆけ。
qstsa4q32	Destroy Mephisto's Soulstone at the Hellforge.	メフィストのソウルストーンを、地獄の炉で破壊せよ。
qstsa4q33	Use the Hellforge Hammer on the Forge.	炉で、地獄の槌を使え。
qstsa4q34	Consult with Cain.	ケインに相談せよ。
qstsa4q21	Find Diablo in his Sanctuary.	混沌の聖域で、五つの封印を解け。
qstsa4q22	Kill Diablo.	ディアブロを討ち取れ。
qstsa4q23	Break the remaining %d seals.	残る%d個の封印を解け。
qstsa4q24	Break the final seal.	最後の封印を解け。
asheara	Asheara	アシェアラ
hratli	Hratli	フラトリ
alkor	Alkor	アルコー
ormus	Ormus	オーマス
nikita	Natalya	ナターリャ
tyrael	Tyrael	ティラエル
Izual	Izual	イズアル
izual	Izual	イズアル
Jamella	Jamella	ジャメラ
halbu	Halbu	ハルブ
Malachai	Hadriel	ハドリエル
merca201	Hazade	ハザデ
merca202	Alhizeer	アルヒジル
merca203	Azrael	アズラエル
merca204	Ahsab	アーサブ
merca205	Chalan	チャーラン
merca206	Haseen	ハシーン
merca207	Razan	ラザン
merca208	Emilio	エミリオ
merca209	Pratham	プラザム
merca210	Fazel	ファゼル
merca211	Jemali	ジェマリ
merca212	Kasim	カシム
merca213	Gulzar	グルザール
merca214	Mizan	ミザン
merca215	Leharas	レハラス
merca216	Durga	ダーガ
merca217	Neeraj	ニーラジ
merca218	Ilzan	イルザン
merca219	Zanarhi	ザナリー
merca220	Waheed	ワヒード
merca221	Vikhyat	ヴィキャト
merca222	Jelani	ジェラニ
merca223	Barani	バラニ
merca224	Jabari	ジャバリ
merca225	Devak	デヴァック
merca226	Raldin	ラーディン
merca227	Telash	テラッシュ
merca228	Ajheed	アジヒード
merca229	Narphet	ナルフェト
merca230	Khaleel	カリール
merca231	Phaet	ファエット
merca232	Geshef	ゲシェフ
merca233	Vanji	ヴァンジ
merca234	Haphet	ハフェット
merca235	Thadar	タダール
merca236	Yatiraj	ヤティラジ
merca237	Rhadge	ラッジ
merca238	Yashied	ヤシード
merca239	Lharhad	ラーハッド
merca240	Flux	フラックス
merca241	Scorch	スコーチ
qf1	Khalim's Flail	カリムのフレイル
qf2	Khalim's Will	カリムの遺志
KhalimFlail	Khalim's Flail	カリムのフレイル
SuperKhalimFlail	Khalim's Will	カリムの遺志
qey	Khalim's Eye	カリムの眼
qbr	Khalim's Brain	カリムの脳
qhr	Khalim's Heart	カリムの心臓
The Feature Creep	Hephasto The Armorer	武具師へファスト
Hell Bovine	Hell Bovine	地獄の牛
Playersubtitles00	Impossible.	不可能だ。
Playersubtitles01	I can't.	無理だ。
Playersubtitles02	Help Me!	加勢を！
Playersubtitles03	Help!	加勢を！
Playersubtitles04	Follow Me.	こっちへ！
Playersubtitles05	Come on.	さあ！
Playersubtitles06	This is for you.	あげよう。
Playersubtitles07	This is yours.	あげよう。
Playersubtitles09	Thank you.	ありがとう。
Playersubtitles10	Thanks.	どうも。
Playersubtitles11	Oops.	おっと
Playersubtitles12	Forgive me.	失礼。
Playersubtitles13	Goodbye.	さようなら。
Playersubtitles14	Bye.	じゃ。
Playersubtitles15	Die!	死ね！
Playersubtitles16	Time to Die!	さあ死ね！
Playersubtitles17	Not enough mana.	マナが足りない。
Playersubtitles18	I need mana.	マナが足りない。
Playersubtitles21	I can't use this yet.	まだ使いこなせない。
Playersubtitles22	I am overburdened.	荷物が多すぎる。
Playersubtitles23	I can't carry anymore.	もう持てない。
Playersubtitles24	Not in Town.	街ではだめだ。
Playersubtitles25	Not Here.	ここではだめだ。
Playersubtitles26	I can't do that here.	ここで術は使えん。
Playersubtitles27	It's Locked.	鍵がない。
Playersubtitles28	I need a key.	鍵がない。
LeaveCampAma	I shall purge this land of the shadow.	さ、悪魔の大掃除だ。
LeaveCampBar	Beware foul demons and beasts.	魔物め、見てろ。
LeaveCampPal	I will cleanse thiw widerness.	この地を清めてくれる。
LeaveCampSor	Evil beware!	行くわよ！
LeaveCampNec	My enemies beware.	やってやろうか。
EnterDOEAma	I hear foul creatures about.	魔物の声がするよ。
EnterDOEBar	There are many foes here.	敵が山ほどいる。
EnterDOEPal	Evil Dwells within this cave.	悪がはびこっておる。
EnterDOESor	This place is trouble.	危険そうね。
EnterDOENec	I sense death within this place.	死の気配を感じる。
EnterBurialAma	I sense great sorrow and misery.	哀しみが漂ってるね。
EnterBurialBar	I shall meet death head-on.	死神に会えそうだ。
EnterBurialPal	This holy place has been desecrated!	神聖な地が汚されておる！
EnterBurialSor	There is dark magic at work here.	闇の魔術が使われているわね。
EnterBurialNec	Too many empty graves.	空の墓穴が多すぎるな。
EnterMonasteryAma	So, this is the site of Andariel's atrocities.	ここがアンダリエルの本拠だね。
EnterMonasteryBar	The Monastery reeks with evil and corruption.	この修道院、魔物くさいな。
EnterMonasteryPal	Even the Light cannot pierce this gloom.	この闇には光も射さぬか。
EnterMonasterySor	Ah, the Monastery... Andariel's stronghold!	ここが修道院...アンダリエルの砦ね！
EnterMonasteryNec	This place has the stench of demons about it.	魔神の悪臭がこもっている。
EnterForgottenTAma	What's that smell?	何のにおい？
EnterForgottenTBar	The stench of poison...	毒のにおいだ･･･。
EnterForgottenTPal	This tower shall be cleansed of evil.	邪悪をはらってくれよう。
EnterForgottenTSor	This place holds many secrets.	ここには秘密が隠されているわ。
EnterForgottenTNec	This place reeks of death.	死の気配が漂っている。
EnterJailAma	What nightmarish tortures took place here?	ひどい拷問の跡だね。
EnterJailBar	No one should ever be caged.	檻は好かんな。
EnterJailPal	This is no place for a warrior to die.	戦士の死すべき地ではない。
EnterJailSor	If there was magic here, it's long gone now.	魔術が使われたとしても昔の話ね。
EnterJailNec	Ah, the slow torture of caged starvation.	ここで飢え死にさせるわけか。
Barracksremoved	Removed	削除
Barracksremoved	Removed	削除
Barracksremoved	Removed	削除
Barracksremoved	Removed	削除
Barracksremoved	Removed	削除
EnterCatacombsAma	This place is eerie.	気味が悪いね。
EnterCatacombsBar	So cold and damp under the earth.	湿って寒い場所だ。
EnterCatacombsPal	There is great evil here.	ここには悪がおるぞ。
EnterCatacombsSor	This place chills me to the bone.	骨まで冷えそう。
EnterCatacombsNec	I sense a demonic presence here.	魔物の存在を感じる。
CompletingDOEAma	Perhaps now the Sisters will trust me.	これでシスターに信用してもらえそうだね。
CompletingDOEBar	The Rogues are safe for the moment.	しばらくはローグ族も安心だ。
CompletingDOEPal	My duty here is done.	この地での務めは終わった。
CompletingDOESor	This cave has been purged of evil.	この洞窟の魔物は滅んだわ。
CompletingDOENec	Is that enough to earn the Rogues' trust?	これでローグ族に信用されるかな。
CompletingBurialAma	Rest in peace, Sister.	安らかに、シスター。
CompletingBurialBar	Good riddance, Blood Raven.	成仏しな、ブラッド・レイヴン。
CompletingBurialPal	Sisters, there was no other way.	許せ、仕方なかった。
CompletingBurialSor	Rest now, Blood Raven.	おやすみ、ブラッド・レイヴン。
CompletingBurialNec	Blood Raven... rest well.	ブラッド・レイヴン、安らかに。
FindingInifusAma	What a strange-looking tree...	変な木だね...
FindingInifusBar	This tree is one of a kind.	変わった木だ。
FindingInifusPal	This tree bristles with magic!	この木は魔術で輝いておる！
FindingInifusSor	This ancient tree has an aura of magic about it.	この古い木は魔法のオーラをまとっている。
FindingInifusNec	This tree shines with inner spirits.	この木は魂を宿している。
FindingCairnAma	These stones serve some magical purpose...	この石、魔術の道具だね。
FindingCairnBar	These magic stones are ancient.	この魔法の石はかなり古いな。
FindingCairnPal	Maybe Akara could dispel the mystery of these stones.	アカラならばこの石の謎が解けようか？
FindingCairnSor	These stones radiate powerful magic.	この石は魔力を放射してるわね。
FindingCairnNec	I sense many spirits around the stones.	石の周囲に霊気を感じる。
FindingTristramAma	It's as if a great war were fought here.	激戦の跡だね。
FindingTristramBar	The land here is dead and lifeless.	死に絶えた土地だ。
FindingTristramPal	What a tragic end to Tristram!	トリストラムが...何と無惨な！
FindingTristramSor	Tristram was no match for Diablo's fury.	この街も、ディアブロにはかなわなかったのね。
FindingTristramNec	All that's left of proud Tristram are ghosts and ashes.	かつて栄えたトリストラムも灰燼に帰したか。
RescueCainAma	Deckard Cain, go to the Rogues' camp without delay!	ケイン、すぐローグ族のキャンプへ！
RescueCainBar	Deckard Cain, you've got to get out of here!	ケイン、すぐここを出ろ！
RescueCainPal	Deckard Cain, leave quickly!	デッカード・ケイン、すぐ発つのだ！
RescueCainSor	Deckard Cain, get to the Rogue camp!	ケイン、ローグ族のキャンプへ！
RescueCainNec	Deckard Cain, if you value your life, leave here immediately.	デッカード・ケイン、命が惜しいならすぐ逃げろ。
HoradricMalusAma	The Sisters will be glad to have this back!	これを取り戻せば教団のみんなが喜ぶね！
HoradricMalusBar	I should take this to Charsi.	これをチャルシに持っていこう。
HoradricMalusPal	This will help the Sisters turn the tide against evil.	これで教団も魔神に立ち向かえよう。
HoradricMalusSor	I hope the Sisters appreciate this thing...	みんなが喜ぶといいけど...
HoradricMalusNec	All this for a hammer?	大騒ぎの末に、ハンマー一丁か？
CompletingForgottenTAma	The Tower's trove... for the taking!	塔のお宝、もらったよ！
CompletingForgottenTBar	This is reward enough!	すごい獲物だ！
CompletingForgottenTPal	I've earned the right to this abandoned trove.	勝利の権利により、この宝をもらい受ける。
CompletingForgottenTSor	I hope to find other such treasures!	こんな宝がもっとあるといいわね！
CompletingForgottenTNec	Treasure hunting... bah... Treasure finding... yes.	宝捜しも悪くない、か。
CompletingAndarielAma	This Maiden shall inflict no more anguish.	これでもう、苦しみを広めることもないね！
CompletingAndarielBar	Let the gate be opened!	これで門が開く！
CompletingAndarielPal	My work here is finished.	この地での務めは終わった。
CompletingAndarielSor	The evil queen has fallen.	悪の女王の最期ね。
CompletingAndarielNec	Back to the hell that spawned you, Andariel.	地獄へ帰るんだな、アンダリエル。
EnteringRadamentAma	This place disgusts me.	吐き気がするわ。
EnteringRadamentBar	Ugh... The tell-tale stench of a carnivore's lair.	死臭だ...間違いなく人間の。
EnteringRadamentPal	The foul stench of evil assails me.	邪悪の臭気が立ちこめておる。
EnteringRadamentSor	I sense strange magic here.	魔術の気配だわ。
EnteringRadamentNec	I sense a powerful undead being within this place.	強力なアンデッドの力を感じる...
CompletingRadamentAma	Atma has been avenged.	アトマ、恨みは晴らしたよ。
CompletingRadamentBar	I've just about had my fill of the walking dead.	これで仕事も一段落か。
CompletingRadamentPal	I pray that Atma will rest easy now.	これでアトマも安らげよう。
CompletingRadamentSor	What a misguided monster.	哀れな怪物ね。
CompletingRadamentNec	What a waste of undead flesh.	貴重な遺体の浪費だな。
BeginTaintedSunAma	Great. An eclipse. This just keeps getting better and better.	次は日蝕か。よくもまあ次々と。
BeginTaintedSunBar	What is wrong with the sun?	太陽に何が起こった？
BeginTaintedSunPal	What Evil taints the light of the sun?	悪魔が陽の光をも汚したか？
BeginTaintedSunSor	Only powerful magic can conjure an eclipse.	日蝕を起こすなんて、信じられない術だわ。
BeginTaintedSunNec	Only the darkest magics can turn the sun black.	太陽を隠すとは、恐ろしい魔法だ。
EnteringClawViperAma	I hope I know what I'm doing!	結構ヤバい感じだね。
EnteringClawViperBar	The sun has never shone here!	この地に太陽は輝かないのか！
EnteringClawViperPal	Light guide my way in this accursed place.	天なる光よ、闇を行く我を導きたまえ。
EnteringClawViperSor	I sense strong magic within this place.	かなり強大な魔力ね。
EnteringClawViperNec	This place is as dark as a tomb.	墳墓のごとき暗さだ。
CompletingTaintedSunAma	Let there be light.	光あれ、ね。
