String Index	日本語修正	日英対訳	Text	Name
FindingJadeFigNec	つまらん像だ。交換用ぐらいには使えそうだが。	つまらん像だ。交換用ぐらいには使えそうだが。\nA worthless statue. Perhaps I can trade this for something better.	つまらん像だ。交換用ぐらいには使えそうだが。	A worthless statue. Perhaps I can trade this for something better.
FindingTempleAma	光輝の教会にしちゃ、ずいぶん暗いね...。	光輝の教会にしちゃ、ずいぶん暗いね...。\nSuch a dark temple for a Religion of Light...	光輝の教会にしちゃ、ずいぶん暗いね...。	Such a dark temple for a Religion of Light...
FindingTempleBar	天地の精霊も、ここを嫌って逃げたようだな。	天地の精霊も、ここを嫌って逃げたようだな。\nThe spirits of nature have fled this dreaded place.	天地の精霊も、ここを嫌って逃げたようだな。	The spirits of nature have fled this dreaded place.
FindingTemplePal	この汚れた寺院が、かつてわが教会の誇りであった場所か...。	この汚れた寺院が、かつてわが教会の誇りであった場所か...。\nThis corrupted temple was once the shining heart of my religion...	この汚れた寺院が、かつてわが教会の誇りであった場所か...。	This corrupted temple was once the shining heart of my religion...
FindingTempleSor	とてつもない邪悪の存在を感じるわ。	とてつもない邪悪の存在を感じるわ。\nI sense tremendous evil within this place.	とてつもない邪悪の存在を感じるわ。	I sense tremendous evil within this place.
FindingTempleNec	闇がにじみ出してくる。	闇がにじみ出してくる。\nThis temple exudes darkness.	闇がにじみ出してくる。	This temple exudes darkness.
CompletingTempleAma	スカチムの時代が戻るね！	スカチムの時代が戻るね！\nSkatsim's reign is renewed!	スカチムの時代が戻るね！	Skatsim's reign is renewed!
CompletingTempleBar	これでもう、暗黒の寺院が大地を汚すことはない。	これでもう、暗黒の寺院が大地を汚すことはない。\nThe dark powers here will no longer poison the land.	これでもう、暗黒の寺院が大地を汚すことはない。	The dark powers here will no longer poison the land.
CompletingTemplePal	これで再び光輝の力が蘇るであろう。	これで再び光輝の力が蘇るであろう。\nThe Temple shall shine anew with the Light.	これで再び光輝の力が蘇るであろう。	The Temple shall shine anew with the Light.
CompletingTempleSor	暗黒の力が消えたわ。オーマスに知らせなくちゃ。	暗黒の力が消えたわ。オーマスに知らせなくちゃ。\nThe Temple's power is annulled.	暗黒の力が消えたわ。オーマスに知らせなくちゃ。	The Temple's power is annulled.
CompletingTempleNec	寺院の暗き力は断たれた。	寺院の暗き力は断たれた。\nThe Temple's dark power is broken.	寺院の暗き力は断たれた。	The Temple's dark power is broken.
FindingGuardianTowerAma	ここにメフィストがいるんだね。	ここにメフィストがいるんだね。\nThis must be where Mephisto is.	ここにメフィストがいるんだね。	This must be where Mephisto is.
FindingGuardianTowerBar	ここが憎悪の巣くう場所か。	ここが憎悪の巣くう場所か。\nThe final resting place of Hatred itself.	ここが憎悪の巣くう場所か。	The final resting place of Hatred itself.
FindingGuardianTowerPal	ここが魔王メフィストの幽閉されし地か。	ここが魔王メフィストの幽閉されし地か。\nThis must be where the Horadrim imprisoned Mephisto.	ここが魔王メフィストの幽閉されし地か。	This must be where the Horadrim imprisoned Mephisto.
FindingGuardianTowerSor	メフィストの牢獄ね。	メフィストの牢獄ね。\nAh... Mephisto's prison.	メフィストの牢獄ね。	Ah... Mephisto's prison.
FindingGuardianTowerNec	メフィストを閉じこめた塔だな...	メフィストを閉じこめた塔だな...\nThe Tower that holds Mephisto....	メフィストを閉じこめた塔だな...	The Tower that holds Mephisto....
CompletingGuardianTowerAma	やっと倒した...なのに、この嫌な感じは何だ？	やっと倒した...なのに、この嫌な感じは何だ？\nSuccess... But still there's something not right.	やっと倒した...なのに、この嫌な感じは何だ？	Success... But still there's something not right.
CompletingGuardianTowerBar	これで世界に平和が戻るだろう。	これで世界に平和が戻るだろう。\nMaybe now the world will have peace.	これで世界に平和が戻るだろう。	Maybe now the world will have peace.
CompletingGuardianTowerPal	もはや憎悪の王が世界をおびやかすことはない。	もはや憎悪の王が世界をおびやかすことはない。\nThe Lord of Hatred shall darken the world no longer.	もはや憎悪の王が世界をおびやかすことはない。	The Lord of Hatred shall darken the world no longer.
CompletingGuardianTowerSor	もう、メフィストの憎悪が地上を汚すことはないわ。	もう、メフィストの憎悪が地上を汚すことはないわ。\nMephisto shall no longer darken our souls with hatred.	もう、メフィストの憎悪が地上を汚すことはないわ。	Mephisto shall no longer darken our souls with hatred.
CompletingGuardianTowerNec	故郷へ帰れ、メフィスト。地獄の深淵へ。	故郷へ帰れ、メフィスト。地獄の深淵へ。\nGood journey, Mephisto. Give my regards to the abyss.	故郷へ帰れ、メフィスト。地獄の深淵へ。	Good journey, Mephisto. Give my regards to the abyss.
FreezingIzualAma	ちょっと、３つの願いは叶えてくれないの？	ちょっと、３つの願いは叶えてくれないの？\nWait... Don't I get three wishes?	ちょっと、３つの願いは叶えてくれないの？	Wait... Don't I get three wishes?
FreezingIzualBar	いくら堕天使でも、自由の権利はある。	いくら堕天使でも、自由の権利はある。\nEven Fallen Angels deserve freedom.	いくら堕天使でも、自由の権利はある。	Even Fallen Angels deserve freedom.
FreezingIzualPal	かつて輝く天界に仕えし身が、なにゆえ悪徳に染まった？	かつて輝く天界に仕えし身が、なにゆえ悪徳に染まった？\nHow can one who was once so holy fall so far from righteousness?	かつて輝く天界に仕えし身が、なにゆえ悪徳に染まった？	How can one who was once so holy fall so far from righteousness?
FreezingIzualSor	可哀想に、魂の底まで汚されていたのね。	可哀想に、魂の底まで汚されていたのね。\nHe was corrupted to the core. I pity him.	可哀想に、魂の底まで汚されていたのね。	He was corrupted to the core. I pity him.
FreezingIzualNec	案外もろかったな。地獄の力を使いこなせずにいたか。	案外もろかったな。地獄の力を使いこなせずにいたか。\nBah! Izual was weak. He squandered his infernal power.	案外もろかったな。地獄の力を使いこなせずにいたか。	Bah! Izual was weak. He squandered his infernal power.
CapsJoinMenu4	     	     	     	          
CapsJoinMenu5	     	     	     	          
Guild 1	       	       	       	          
Guild 2	       	       	       	          
Guild 3	       	       	       	    
Guild 4	       	       	       	           
Guild 5	       	       	       	           
To Guild 5	          	          	          	    
To Guild 4	          	          	          	     
To Guild 3	          	          	          	                       
To Guild 2	          	          	          	                       
To Guild 1	          	          	          	     
CapsBnet9	      	      	      	           
CapsBnet10	                	                	                	           
CapsBnet11	             	             	             	                                                             
CapsBnet12	          	          	          	           
CapsBnet13	            	            	            	         
CapsBnet14	                 	                 	                 	                   
CapsBnet15	                                                           	                                                           	                                                           	                              
CapsGuildName	          	          	          	         
CapsGuildTag	         	         	         	         
GuildText1	                            	                            	                            	                           
GuildText2	                                     	                                     	                                     	                           
Ladder3	            	            	            	         
Ladder7	          	          	          	         
gmGuildTitle	                  	                  	                  	           
gmGuildName	    	    	    	                                 
gmGuildTag	   	   	   	         
gmWWW	              	              	              	    
gmGuildCharter	              	              	              	                     
gmGuildCurrentGolds	             	             	             	                     
gmGuildNextLevel	           	           	           	    
gmGuildMaster	             	             	             	              
gmOfficer	       	       	       	                       
gmName	    	    	    	                       
gmClass	     	     	     	          
gmLevel	   	   	   	            
gmDonate	      	      	      	                   
gmRemove	             	             	             	                                     
gmPal	   	   	   	            
gmSor	   	   	   	           
gmAma	   	   	   	                   
gmNec	   	   	   	                   
gmBar	   	   	   	           
gmChangeSym	                              	                              	                              	                
gmChangeCharter	                             	                             	                             	                
gmChangeWebLink	                                 	                                 	                                 	                
Guild Portal	            	            	            	         
createdguildsuccess	                                	                                	                                	    
createdguildfailure	                            	                            	                            	                     
inviteguildsuccess	                      	                      	                      	                     
inviteguildfailure	                        	                        	                        	    
inviteguildins	                                                                  	                                                                  	                                                                  	        
joinedguildsuccess	                               	                               	                               	                 
joinedguildfailure	                     	                     	                     	                                      
quitguildsuccess	                                      	                                      	                                      	        
quitguildfailure	                     	                     	                     	           
guildentererror	                      	                      	                      	           
strGuildMasterKicked	                                 	                                 	                                 	           
strGuildPerk1	      	      	      	           
strGuildPerk2	              	              	              	          
strGuildPerk3	     	     	     	                           
strGuildPerk4	             	             	             	                           
strGuildPerk5	           	           	           	          
strGuildPerk6	                 	                 	                 	         
strGuildGoldDonated	               	               	               	         
strGuildDonateGold	                                                 	                                                 	                                                 	                
gmGuildCurrentGoldPopup	                     	                     	                     	         
gmGuildNextLevelPopup	                            	                            	                            	     
gmGuildDonateGoldPopup	                    	                    	                    	     
Message Board	             	             	             	     
Trophy Case	           	           	           	     
Guild Vault	           	           	           	    
Steeg Stone	           	           	           	    
guildaccepticon	                  	                  	                  	    
guildmsgtext	    	    	    	    
Eskillname0	          	          	          	       
Eskillsd0	          	          	          	                                
Eskillld0	          	          	          	                                
Eskillan0	          	          	          	       
EskillnameExp1	    	    	    	            
EskillsExpd1	           	           	           	                    
EskilllExpd1	           	           	           	                    
EskillExpan1	    	    	    	            
Eskillname2	     	     	     	       
Eskillsd2	                       	                       	                       	                
Eskillld2	                       	                       	                       	                                               
Eskillan2	     	     	     	       
Eskillname3	           	           	           	   
Eskillsd3	           	           	           	                         
Eskillld3	                                                             	                                                             	                                                             	                         
Eskillan3	           	           	           	   
Eskillname4	         	         	         	       
Eskillsd4	                   	                   	                   	                
Eskillld4	                              	                              	                              	                
Eskillan4	         	         	         	       
Eskillname5	         	         	         	       
Eskillsd5	                           	                           	                           	                
Eskillld5	                           	                           	                           	                
Eskillan5	         	         	         	       
Eskillname6	         	         	         	               
Eskillsd6	           	           	           	                                
Eskillld6	                                 	                                 	                                 	                                
Eskillan6	         	         	         	               
Eskillname7	    	    	    	              
Eskillsd7	                     	                     	                     	              
Eskillld7	                     	                     	                     	              
Eskillan7	    	    	    	              
Eskillname8	              	              	              	           
Eskillsd8	                       	                       	                       	                     
Eskillld8	                       	                       	                       	                                            
Eskillan8	          	          	          	           
Eskillname9	            	            	            	          
Eskillsd9	                   	                   	                   	          
Eskillld9	                                     	                                     	                                     	          
Eskillan9	            	            	            	          
Eskillname10	           	           	           	         
Eskillsd10	                   	                   	                   	         
Eskillld10	                   	                   	                   	         
Eskillan10	           	           	           	         
Eskillname11	                	                	                	           
Eskillsd11	                	                	                	                 
Eskillld11	                	                	                	                 
Eskillan11	         	         	         	           
Eskillname12	    	    	    	     
Eskillsd12	                     	                     	                     	     
Eskillld12	                     	                     	                     	                           
Eskillan12	    	    	    	     
Eskillname13	        	        	        	              
Eskillsd13	                 	                 	                 	              
Eskillld13	                                      	                                      	                                      	              
Eskillan13	        	        	        	              
Eskillname14	           	           	           	             
Eskillsd14	           	           	           	             
Eskillld14	           	           	           	             
Eskillan14	           	           	           	             
Eskillname15	          	          	          	           
Eskillsd15	                           	                           	                           	                  
Eskillld15	                           	                           	                           	                       
Eskillan15	          	          	          	           
Eskillname16	         	         	         	           
Eskillsd16	         	         	         	                      
Eskillld16	                	                	                	                                      
Eskillan16	         	         	         	           
Eskillname17	     	     	     	             
Eskillsd17	     	     	     	                      
Eskillld17	     	     	     	                      
Eskillan17	     	     	     	             
Eskillname18	    	    	    	          
Eskillsd18	    	    	    	                    
Eskillld18	    	    	    	                                          
Eskillan18	    	    	    	          
Eskillname19	       	       	       	          
Eskillsd19	                                	                                	                                	          
Eskillld19	                                	                                	                                	          
Eskillan19	       	       	       	          
Eskillname20	            	            	            	             
Eskillsd20	                    	                    	                    	             
Eskillld20	                    	                    	                    	             
Eskillan20	            	            	            	             
Eskillname21	       	       	       	                   
Eskillsd21	                	                	                	                           
Eskillld21	                                               	                                               	                                               	                                        
Eskillan21	       	       	       	         
Eskillname22	   	   	   	               
Eskillsd22	                         	                         	                         	                       
Eskillld22	                         	                         	                         	                                       
Eskillan22	   	   	   	               
Eskillname23	       	       	       	               
Eskillsd23	                	                	                	               
Eskillld23	                	                	                	               
Eskillan23	       	       	       	               
Eskillname24	       	       	       	            
Eskillsd24	                	                	                	                            
Eskillld24	                	                	                	                                         
Eskillan24	       	       	       	            
Eskillname25	               	               	               	          
Eskillsd25	                                	                                	                                	          
Eskillld25	                                	                                	                                	          
Eskillan25	               	               	               	          
Eskillname26	              	              	              	          
Eskillsd26	              	              	              	          
Eskillld26	              	              	              	          
Eskillan26	              	              	              	          
Eskillname27	           	           	           	    
Eskillsd27	                     	                     	                     	    
Eskillld27	                                            	                                            	                                            	    
Eskillan27	           	           	           	    
Eskillname28	          	          	          	            
Eskillsd28	          	          	          	            
Eskillld28	          	          	          	            
Eskillan28	          	          	          	            
Eskillname29	         	         	         	      
Eskillsd29	         	         	         	      
Eskillld29	         	         	         	      
Eskillan29	         	         	         	      
Eskillname30	           	           	           	                
Eskillsd30	                 	                 	                 	                
Eskillld30	                 	                 	                 	                
Eskillan30	           	           	           	                
Eskillname31	     	     	     	                
Eskillsd31	     	     	     	                        
Eskillld31	                           	                           	                           	                                    
Eskillan31	     	     	     	                
Eskillname32	              	              	              	          
Eskillsd32	              	              	              	          
Eskillld32	              	              	              	          
Eskillan32	              	              	              	          
Eskillname33	             	             	             	          
Eskillsd33	             	             	             	          
Eskillld33	             	             	             	          
Eskillan33	             	             	             	          
Eskillname34	           	           	           	          
Eskillsd34	                  	                  	                  	          
Eskillld34	                       	                       	                       	          
Eskillan34	           	           	           	          
Eskillname35	           	           	           	             
Eskillsd35	                      	                      	                      	             
Eskillld35	                                      	                                      	                                      	             
Eskillan35	           	           	           	             
Eskillname36	             	             	             	         
Eskillsd36	                      	                      	                      	         
Eskillld36	                      	                      	                      	         
Eskillan36	             	             	             	         
Eskillname37	          	          	          	            
Eskillsd37	                    	                    	                    	            
Eskillld37	                                          	                                          	                                          	            
Eskillan37	          	          	          	            
Eskillname38	          	          	          	            
Eskillsd38	          	          	          	            
Eskillld38	          	          	          	            
Eskillan38	          	          	          	            
Eskillname39	             	             	             	              
Eskillsd39	             	             	             	              
Eskillld39	             	             	             	              
Eskillan39	             	             	             	              
Eskillname40	                   	                   	                   	             
Eskillsd40	                           	                           	                           	             
Eskillld40	                                        	                                        	                                        	             
Eskillan40	         	         	         	             
Eskillname41	               	               	               	       
Eskillsd41	                       	                       	                       	        
Eskillld41	                                       	                                       	                                       	       
Eskillan41	               	               	               	      
Eskillname42	               	               	               	        
Eskillsd42	               	               	               	       
Eskillld42	               	               	               	      
Eskillan42	               	               	               	       
Eskillname43	            	            	            	      
Eskillsd43	                            	                            	                            	       
Eskillld43	                                         	                                         	                                         	   
Eskillan43	            	            	            	      
Eskillname44	          	          	          	          
Eskillsd44	          	          	          	         
Eskillld44	          	          	          	          
Eskillan44	          	          	          	             
Eskillname45	          	          	          	          
Eskillsd45	          	          	          	         
Eskillld45	          	          	          	              
Eskillan45	          	          	          	        
Eskillname46	    	    	    	        
Eskillsd46	    	    	    	            
Eskillld46	    	    	    	         
Eskillan46	    	    	    	     
Eskillname47	            	            	            	        
Eskillsd47	            	            	            	        
Eskillld47	            	            	            	     
Eskillan47	            	            	            	    
Eskillname48	      	      	      	     
Eskillsd48	      	      	      	     
Eskillld48	      	      	      	           
Eskillan48	      	      	      	              
Eskillname49	                	                	                	                
Eskillsd49	                	                	                	            
Eskillld49	                	                	                	              
Eskillan49	                	                	                	          
Eskillname50	                	                	                	             
Eskillsd50	                        	                        	                        	                  
Eskillld50	                                    	                                    	                                    	           
Eskillan50	                	                	                	          
Eskillname51	          	          	          	                
Eskillsd51	          	          	          	             
Eskillld51	          	          	          	             
Eskillan51	          	          	          	               
Eskillname52	          	          	          	           
Eskillsd52	          	          	          	           
Eskillld52	          	          	          	             
Eskillan52	          	          	          	           
Eskillname53	          	          	          	           
Eskillsd53	          	          	          	              
Eskillld53	          	          	          	           
Eskillan53	          	          	          	            
Eskillname54	             	             	             	              
Eskillsd54	             	             	             	            
Eskillld54	             	             	             	             
Eskillan54	             	             	             	     
Eskillname55	         	         	         	      
Eskillsd55	         	         	         	      
Eskillld55	         	         	         	        
Eskillan55	         	         	         	         
Eskillname56	            	            	            	          
Eskillsd56	            	            	            	         
Eskillld56	            	            	            	                  
Eskillan56	            	            	            	                 
Eskillname57	            	            	            	              
Eskillsd57	            	            	            	                
Eskillld57	            	            	            	                  
Eskillan57	            	            	            	                 
Eskillname58	              	              	              	                   
Eskillsd58	              	              	              	                  
Eskillld58	              	              	              	                 
Eskillan58	              	              	              	                
Eskillname59	             	             	             	        
Eskillsd59	             	             	             	              
Eskillld59	             	             	             	              
Eskillan59	             	             	             	           
ESkillHawk	       	       	       	           
ESkillSpikes	        	        	        	       
ESkillStars	       	       	       	          
ESkillWolf	      	      	      	            
ESkillWolves	        	        	        	         
ESkillShoots	       	       	       	          
ESkillTimes	      	      	      	         
ESkillSpikes2	       	       	       	      
ob1	      	      	      	         
ob2	       	       	       	          
ob3	   	   	   	         
ob4	      	      	      	              
ob5	          	          	          	                     
ne1	         	         	         	                   
ne2	          	          	          	                   
ne3	             	             	             	                           
ne4	          	          	          	   
ne5	         	         	         	   
dr1	              	              	              	   
dr2	        	        	        	   
dr3	        	        	        	   
dr4	            	            	            	     
dr5	         	         	         	     
as1	     	     	     	       
as2	        	        	        	       
as3	        	        	        	       
as4	     	     	     	       
as5	    	    	    	       
as6	     	     	     	          
as7	     	     	     	          
AmaOnly	           	           	           	          
SorOnly	              	              	              	          
NecOnly	                	                	                	          
PalOnly	            	            	            	      
BarOnly	              	              	              	                
DruOnly	          	          	          	             
AssOnly	             	             	             	          
WeaponDescH2H	                  	                  	                  	            
Seige Tower	           	           	           	                 
RotWalker	          	          	          	                                                           
ReanimatedHorde	                	                	                	          
ProwlingDead	             	             	             	         
UnholyCorpse	             	             	             	                            
DefiledWarrior	               	               	               	                                     
Seige Beast	           	           	           	            
CrushBiest	           	           	           	          
BloodBringer	             	             	             	                  
GoreBearer	           	           	           	    
DeamonSteed	           	           	           	   
WailingSpirit	              	              	              	              
LifeSeeker	           	           	           	              
LifeStealer	            	            	            	             
DeathlyVisage	              	              	              	           
BoundSpirit	            	            	            	             
BanishedSoul	             	             	             	       
Deathexp	     	     	     	    
Minionexp	      	      	      	     
Slayerexp	      	      	      	   
IceBoar	        	        	        	      
FireBoar	         	         	         	             
HellSpawn	          	          	          	   
IceSpawn	         	         	         	   
GreaterHellSpawn	                  	                  	                  	   
GreaterIceSpawn	                 	                 	                 	   
FanaticMinion	              	              	              	   
BerserkSlayer	                	                	                	                              
ConsumedFireBoar	                  	                  	                  	                             
ConsumedIceBoar	                 	                 	                 	                                 
FrenziedHellSpawn	                   	                   	                   	            
FrenziedIceSpawn	                  	                  	                  	                                
InsaneHellSpawn	                 	                 	                 	                            
InsaneIceSpawn	                	                	                	                      
Succubusexp	        	        	        	                        
VileTemptress	              	              	              	                                                                  
StygianHarlot	              	              	              	                               
BlightWing	           	           	           	                     
BloodWitch	           	           	           	                                      
Dominus	       	       	       	                     
VileWitch	          	          	          	                      
StygianFury	            	            	            	                                 
MageWing	         	         	         	      
HellWitch	          	          	          	              
OverSeer	         	         	         	     
Lasher	      	      	      	             
OverLord	         	         	         	           
BloodBoss	          	          	          	                 
HellWhip	         	         	         	               
MinionSpawner	              	              	              	                                                 
MinionSlayerSpawner	                     	                     	                     	                     
MinionIce/fireBoarSpawner	                   	                   	                   	                            
Minionice/hellSpawnSpawner	                   	                   	                   	                    
MinionGreaterIce/hellSpawnSpawner	                           	                           	                           	             
Imp1	   	   	   	           
Imp2	   	   	   	           
Imp3	   	   	   	           
Imp4	   	   	   	                  
Imp5	   	   	   	    
ScrollFormat	%0 %1	%0 %1	%0 %1	%0 %1
BookFormat	%0 %1	%0 %1	%0 %1	%0 %1
HiqualityFormat	%0 %1	%0 %1	%0 %1	%0 %1
LowqualityFormat	%0 %1	%0 %1	%0 %1	%0 %1
HerbFormat	%0 %1	%0 %1	%0 %1	%0 %1
MagicFormat	%0 %1 %2	%0 %1 %2	%0 %1 %2	%0 %1 %2
GemmedNormalName	%0 %1	%0 %1	%0 %1	%0 %1
BodyPartsFormat	%0 %1	%0 %1	%0 %1	%0 %1
PlayerBodyPartFormat	%0 %1	%0 %1	%0 %1	%0 %1
RareFormat	%0 %1	%0 %1	%0 %1	%0 %1
SetItemFormat	%0 %1	%0 %1	%0 %1	%0 %1
ChampionFormat	%0 %1	%0 %1	%0 %1	%0 %1
Monster1Format	%0 %1	%0 %1	%0 %1	%0 %1
Monster2Format	%0 %1 %2	%0 %1 %2	%0 %1 %2	%0 %1 %2
Low Quality	劣悪な	劣悪な	劣悪な	Low Quality
Damaged	傷んだ	傷んだ	傷んだ	Damaged
Cracked	ひび割れた	ひび割れた	ひび割れた	Cracked
Crude	粗雑な	粗雑な	粗雑な	Crude
Hiquality	上等な	上等な	上等な	Superior
Gemmed	宝石入りの	宝石入りの	宝石入りの	Gemmed
Resiliant	強靱なる	強靱なる	強靱なる	Resilient
Sturdy	頑丈なる	頑丈なる	頑丈なる	Sturdy
Strong	強き	強き	強き	Strong
Glorious	栄光の	栄光の	栄光の	Glorious
Blessed	祝福されし	祝福されし	祝福されし	Blessed
Saintly	聖者の	聖者の	聖者の	Saintly
Holy	聖なる	聖なる	聖なる	Holy
Devious	不正の	不正の	不正の	Devious
Fortified	強固なる	強固なる	強固なる	Fortified
Urgent	集中の	集中の	集中の	Urgent
Fleet	素早き	素早き	素早き	Fleet
Muscular	筋骨の	筋骨の	筋骨の	Muscular
Jagged	鋸歯の	鋸歯の	鋸歯の	Jagged
Deadly	死を呼ぶ	死を呼ぶ	死を呼ぶ	Deadly
Vicious	悪意の	悪意の	悪意の	Vicious
Brutal	残忍なる	残忍なる	残忍なる	Brutal
Massive	剛腕の	剛腕の	剛腕の	Massive
Savage	野蛮なる	野蛮なる	野蛮なる	Savage
Merciless	冷酷なる	冷酷なる	冷酷なる	Merciless
Vulpine	反骨の	反骨の	反骨の	Vulpine
Swift	俊敏なる	俊敏なる	俊敏なる	Swift
Artful	絶妙なる	絶妙なる	絶妙なる	Artful
Skillful	熟達の	熟達の	熟達の	Skillful
Adroit	機敏なる	機敏なる	機敏なる	Adroit
Tireless	疲れ知らずの	疲れ知らずの	疲れ知らずの	Tireless
Rugged	強健の	強健の	強健の	Rugged
Bronze	青銅の	青銅の	青銅の	Bronze
Iron	鉄の	鉄の	鉄の	Iron
Steel	鋼の	鋼の	鋼の	Steel
Silver	銀の	銀の	銀の	Silver
Gold	黄金の	黄金の	黄金の	Gold
Platinum	プラチナの	プラチナの	プラチナの	Platinum
Meteoric	流星の	流星の	流星の	Meteoric
Sharp	鋭利なる	鋭利なる	鋭利なる	Sharp
Fine	精巧なる	精巧なる	精巧なる	Fine
Warrior's	戦士の	戦士の	戦士の	Warrior's
Soldier's	兵士の	兵士の	兵士の	Soldier's
Knight's	騎士の	騎士の	騎士の	Knight's
Lord's	領主の	領主の	領主の	Lord's
King's	王者の	王者の	王者の	King's
Howling	咆吼する	咆吼する	咆吼する	Howling
Fortuitous	幸運の	幸運の	幸運の	Fortuitous
Brilliant	輝ける	輝ける	輝ける	Brilliant
Omniscient	知の	知の	知の	Omniscient
Sage	英知の	英知の	英知の	Sage
Shrewd	狡知の	狡知の	狡知の	Shrewd
Vivid	躍動の	躍動の	躍動の	Vivid
Glimmering	きらめく	きらめく	きらめく	Glimmering
Glowing	光る	光る	光る	Glowing
Bright	明るい	明るい	明るい	Bright
Solar	太陽の	太陽の	太陽の	Solar
Lizard's	蜥蜴の	蜥蜴の	蜥蜴の	Lizard's
Forceful	気力の	気力の	気力の	Forceful
Snake's	蛇の	蛇の	蛇の	Snake's
Serpent's	大蛇の	大蛇の	大蛇の	Serpent's
Drake's	ドレイクの	ドレイクの	ドレイクの	Drake's
Dragon's	ドラゴンの	ドラゴンの	ドラゴンの	Dragon's
Wyrm's	ワームの	ワームの	ワームの	Wyrm's
Dazzling	眩惑の	眩惑の	眩惑の	Dazzling
Facinating	魅惑の	魅惑の	魅惑の	Fascinating
Prismatic	虹色の	虹色の	虹色の	Prismatic
Azure	蒼き	蒼き	蒼き	Azure
Lapis	ラピスの	ラピスの	ラピスの	Lapis
Cobalt	コバルトの	コバルトの	コバルトの	Cobalt
Indigo	藍の	藍の	藍の	Indigo
Sapphire	サファイアの	サファイアの	サファイアの	Sapphire
Cerulean	セルリアンの	セルリアンの	セルリアンの	Cerulean
Red	赤き	赤き	赤き	Red
Crimson	深紅の	深紅の	深紅の	Crimson
Burgundy	赤紫の	赤紫の	赤紫の	Burgundy
Garnet	ガーネットの	ガーネットの	ガーネットの	Garnet
Russet	深き赤の	深き赤の	深き赤の	Russet
Ruby	ルビーの	ルビーの	ルビーの	Ruby
Vermilion	朱の	朱の	朱の	Vermilion
Orange	オレンジの	オレンジの	オレンジの	Orange
Ocher	オーカーの	オーカーの	オーカーの	Ocher
Tangerine	赤橙色の	赤橙色の	赤橙色の	Tangerine
Coral	珊瑚色の	珊瑚色の	珊瑚色の	Coral
Crackling	亀裂を入れる	亀裂を入れる	亀裂を入れる	Crackling
Amber	琥珀の	琥珀の	琥珀の	Amber
Forked	叉になった	叉になった	叉になった	Forked
Green	緑の	緑の	緑の	Green
Beryl	薄青の	薄青の	薄青の	Beryl
Jade	翡翠の	翡翠の	翡翠の	Jade
Viridian	深緑の	深緑の	深緑の	Viridian
Vital	活発なる	活発なる	活発なる	Vital
Emerald	エメラルドの	エメラルドの	エメラルドの	Emerald
Enduring	不朽の	不朽の	不朽の	Enduring
Fletcher's	矢羽職人の	矢羽職人の	矢羽職人の	Fletcher's
Archer's	アーチャーの	アーチャーの	アーチャーの	Archer's
Monk's	モンクの	モンクの	モンクの	Monk's
Priest's	聖職者の	聖職者の	聖職者の	Priest's
Summoner's	召喚術師の	召喚術師の	召喚術師の	Summoner's
Necromancer's	ネクロマンサーの	ネクロマンサーの	ネクロマンサーの	Necromancer's
Angel's	天使の	天使の	天使の	Angel's
Arch-Angel's	大天使の	大天使の	大天使の	Arch-Angel's
Slayer's	殺戮者の	殺戮者の	殺戮者の	Slayer's
Berserker's	狂戦士の	狂戦士の	狂戦士の	Berserker's
Kicking	蹴撃の	蹴撃の	蹴撃の	Kicking
Triumphant	凱歌の	凱歌の	凱歌の	Triumphant
Mighty	力強き	力強き	力強き	Mighty
Energizing	活力の	活力の	活力の	Energizing
Strengthening	強化の	強化の	強化の	Strengthening
Empowering	鉄腕の	鉄腕の	鉄腕の	Empowering
Brisk	俊速の	俊速の	俊速の	Brisk
Tough	タフネスの	タフネスの	タフネスの	Tough
Hardy	頑健の	頑健の	頑健の	Hardy
Robust	堅固なる	堅固なる	堅固なる	Robust
of Health	（生命力）	（生命力）	（生命力）	of Health
of Protection	（守備）	（守備）	（守備）	of Protection
of Absorption	（吸収）	（吸収）	（吸収）	of Absorption
of Warding	（防護）	（防護）	（防護）	of Warding
of the Sentinel	（歩哨）	（歩哨）	（歩哨）	of the Sentinel
of Guarding	（防衛）	（防衛）	（防衛）	of Guarding
of Negation	（無効化）	（無効化）	（無効化）	of Negation
of Piercing	（貫通）	（貫通）	（貫通）	of Piercing
of Bashing	（強打）	（強打）	（強打）	of Bashing
of Puncturing	（穿刺）	（穿刺）	（穿刺）	of Puncturing
of Thorns	（棘）	（棘）	（棘）	of Thorns
of Spikes	（スパイク）	（スパイク）	（スパイク）	of Spikes
of Readiness	（快速）	（快速）	（快速）	of Readiness
of Alacrity	（機敏）	（機敏）	（機敏）	of Alacrity
of Swiftness	（俊敏）	（俊敏）	（俊敏）	of Swiftness
of Quickness	（素早さ）	（素早さ）	（素早さ）	of Quickness
of Blocking	（ブロック）	（ブロック）	（ブロック）	of Blocking
of Deflecting	（受け流し）	（受け流し）	（受け流し）	of Deflecting
of the Apprentice	（学徒）	（学徒）	（学徒）	of the Apprentice
of the Magus	（司祭）	（司祭）	（司祭）	of the Magus
of Frost	（霜）	（霜）	（霜）	of Frost
of the Glacier	（氷河）	（氷河）	（氷河）	of the Glacier
of Warmth	（解氷）	（解氷）	（解氷）	of Thawing
of Flame	（炎）	（炎）	（炎）	of Flame
of Fire	（火）	（火）	（火）	of Fire
